12,n,9,milk from which some of the cream has been removed,
38097,06116890,n,9,a league ranked by quality; 'he played baseball in class D for two years'; 'Princeton is in the NCAA Division 1-AA',
38098,06117068,n,9,an unofficial association of people or groups; 'the smart set goes there'; 'they were an angry lot',
38099,06117365,n,9,an exclusive circle of people with a common purpose,
38100,06117608,n,9,an inner circle of advisors (especially under President Reagan); 'he's no longer in the loop',
38101,06117752,n,9,a clique that seeks power usually through intrigue,
38102,06117892,n,9,a nucleus of military personnel capable of expansion,
38103,06118015,n,9,a small group of indispensable persons or things; 'five periodicals make up the core of their publishing program',
38104,06118220,n,9,an association of practitioners of a given profession,
38105,06118344,n,9,an organized group of workmen,
38106,06118590,n,9,a crew of workers selected for a particular task; 'a detail was sent to remove the fallen trees',
38107,06118739,n,9,a gang of convicts chained together,
38108,06118831,n,9,the crew of technicians and mechanics who service aircraft on the ground,
38109,06118983,n,9,a gang of road workers,
38110,06119061,n,9,a work crew assigned to a section of a railroad,
38111,06119186,n,9,crew of workers who move scenery or handle properties in a theatrical production,
38113,06119534,n,9,an association of criminals; 'police tried to break up the gang'; 'a pack of thieves',
38114,06119764,n,9,a gang of criminals assembled in one place; 'a nest of thieves',
38115,06119878,n,9,a gang whose members are teenagers,
38116,06120007,n,9,a class of woman not considered respectable because of indiscreet or promiscuous behavior,
38117,06120171,n,9,the criminal class,
38118,06120284,n,9,underworld organizations,
38119,06120501,n,9,(informal) any tightly knit group of trusted associates,
38120,06120617,n,9,a secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century,
38121,06120832,n,9,a crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,
38122,06121028,n,9,a secret terrorist society in the US early in the 20th century,
38123,06121147,n,9,a secret society in Naples notorious for violence and blackmail,
38124,06121264,n,9,a loose affiliation of gangsters in charge of organized criminal activities,
38125,06121419,n,9,class of small freeholders who cultivated their own land,
38126,06121530,n,9,an organization of musicians who perform together,
38127,06121915,n,9,two performers or singers who perform together,
38128,06122027,n,9,three performers or singers who perform together,
38129,06122126,n,9,four performers or singers who perform together,
38130,06122257,n,9,an instrumental quartet with 2 violins and a viola and a cello,
38131,06122399,n,9,five performers or singers who perform together,
38132,06122512,n,9,six performers or singers who perform together,
38133,06122631,n,9,seven performers or singers who perform together,
38134,06122743,n,9,eight performers or singers who perform together,
38135,06122853,n,9,instrumentalists including string players,
38136,06123023,n,9,small orchestra; usually plays classical music,
38137,06123133,n,9,an orchestra playing only string instruments,
38138,06123240,n,9,a large orchestra; can perform symphonies; 'we heard the Vienna symphony',
38139,06123389,n,9,instrumentalists not including string players,
38140,06123540,n,9,a group of musicians playing only brass and percussion instruments,
38141,06123663,n,9,a group of musicians playing brass and woodwind and percussion instruments,
38142,06123812,n,9,a musical group that uses jugs and washboards and kazoos and other improvised instruments,
38143,06123956,n,9,a group of musicians playing popular music for dancing,
38144,06124164,n,9,a large dance or jazz band usually featuring improvised solos by lead musicians,
38146,06124405,n,9,a group of street musicians in Mexico,
38148,06124614,n,9,(British) a band of musicians who play skiffle,
38149,06124720,n,9,a band that plays instruments made from the heads of oil drums (Caribbean Islands),
38150,06124859,n,9,a nomadic community,
38151,06124948,n,9,a Mongolian army that swept over eastern Europe in the 13th century,
38152,06125074,n,9,a band of warriors (originally a unit of a Roman Legion),
38153,06125183,n,9,a company of companions or supporters,
38154,06125273,n,9,a group of conspirators banded together to achieve some harmful or illegal purpose,
38155,06125445,n,9,the exclusive social set of a city,
38156,06125557,n,9,a set of people sharing a devotion to horses and horseback riding and horse racing,
38157,06125708,n,9,a set of rich and fashionable people who travel widely for pleasure,
38158,06125829,n,9,a dissenting clique,
38159,06126017,n,9,a faction or sect that has broken away from its parent organization,
38160,06126145,n,9,a gathering for the purpose of promoting fellowship,
38161,06126401,n,9,a formal or official social gathering or ceremony; 'it was a black-tie function',
38162,06126536,n,9,a group of people gathered together for pleasure; 'she joined the party after dinner',
38163,06126979,n,9,a large and noisy party of people,
38164,06127075,n,9,a party of people assembled for dancing,
38165,06127202,n,9,a formal dance held for a school class toward the end of the academic year,
38166,06127339,n,9,an informal dance where popular music is played,
38167,06127449,n,9,a lavish formal dance; 'she was the loveliest girl at the ball',
38168,06127636,n,9,a ball at which young ladies are presented to society,
38169,06127756,n,9,a ball at which guests wear costumes and masks,
38170,06127915,n,9,a party of guests wearing costumes and masks,
38171,06128050,n,9,a ceremonial dinner party for many people,
38173,06128375,n,9,(British) a celebratory feast held annually at one of the colleges in a British university,
38174,06128517,n,9,(British) an annual dinner party given by an employer for the employees,
38175,06128644,n,9,a formal party of people; as after a wedding,
38176,06128817,n,9,a reception held in your own home,
38177,06128904,n,9,a reception or party at which tea is served; 'we met at the Dean's tea for newcomers',
38178,06129039,n,9,a reception wedding guests held after the wedding,
38179,06129152,n,9,an informal party of people with hospitality for all comers,
