5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
41403,06707990,n,9,a mountain range in northwest Wyoming; contains the Grand Teton,
41404,06708149,n,9,a range of mountains between Alaska and the Yukon territory,
41405,06708349,n,9,a mountain range extending the length of the Italian peninsula,
41406,06708505,n,9,the mountain range in Caucasia between the Black Sea and the Caspian Sea that forms part of the traditional border between Europe and Asia,
41407,06708719,n,9,a mountain range in western Russia extending from the arctic to the Caspian Sea; forms part of the traditional boundary between Europe and Asia,
41408,06708950,n,9,the location in a range of mountains of a geological formation that is lower than the surrounding peaks; 'we got through the pass before it started to snow',
41409,06709272,n,9,a line or route along which something travels or moves: 'the hurricane demolished houses in its path'; 'the track of an animal'; 'the course of the river',
41410,06709584,n,9,the course along which communications spread; 'the story is going the rounds in Washington',
41411,06709727,n,9,the course along which a person has walked or is walking in; 'I followed in his steps'; 'he retraced his steps',
41412,06709890,n,9,the inner side of a curved racecourse,
41413,06710005,n,9,a track or mark left by something that has passed; 'there as a trail of blood'; 'a tear left its trail on her cheek',
41414,06710209,n,9,the trail left by a person or an animal; what the hunter follows in pursuing game; 'the hounds followed the fox's spoor',
41415,06710381,n,9,a path or strip (as cut by one course of mowing),
100486,N0000174,n,10,,
41417,06710597,n,9,a pass between mountain peaks,
41419,06710862,n,9,a pass in a mountain ridge through which a stream flows,
41420,06710973,n,9,a pass in a mountain ridge with no stream flowing through it,
41421,06711088,n,9,a land mass that projects well above its surroundings; higher than a hill,
41422,06711352,n,9,(in Scotland or Ireland) a mountain or tall hill; 'they were climbing the ben',
41423,06711480,n,9,the summit of a mountain,
41424,06712573,n,9,"a mountain in the central Himalayas on the border of Tibet and Nepal; the highest mountain peak in the world (29,028 feet high)",
41425,06712841,n,9,"a mountain peak in the Karakoram Range in northern Kashmir; the 2nd highest peak in the world (28,250 feet high)",
41426,06713070,n,9,"a mountain the Himalayas on the border between Nepal and Tibet (28,146 feet high)",
41427,06713297,n,9,"a mountain in the central Himalayas on the border of Tibet and Nepal (27,890 feet high)",
41428,06713494,n,9,"a mountain in the Himalayas in Nepal (27,790 feet high)",
41429,06713659,n,9,"a mountain in the Himalayas in Nepal (26,820 feet high)",
41430,06713809,n,9,"a mountain in the Himalayas in Kashmir (26,660 feet high)",
41431,06713963,n,9,"a mountain in the Himalayas in Nepal (26,500 feet high)",
41432,06714123,n,9,"a mountain in northern Kashmir (26,470 feet high)",
41433,06714248,n,9,"a mountain in the Himalayas in Tibet (26,290 feet high)",
41434,06714398,n,9,"a mountain in the central Himalayas on the border of Tibet and Nepal (25,726 feet high)",
41435,06714595,n,9,"a mountain in the Himalayas in northern India (25,660 feet high)",
41436,06714754,n,9,"a mountain peak in the Karakoram Range in northern Kashmir (25,560 feet high)",
41437,06714906,n,9,"a mountain in the Himalayas in northern India (25,450 feet high)",
41438,06715060,n,9,"a mountain in the Kunlun range in China (25,340 feet high)",
41439,06715214,n,9,"a mountain in the Hindu Kush in Pakistan (25,230 feet high)",
41440,06715368,n,9,"a mountain in the central Himalayas on the border of Tibet and Nepal (24,780 feet high)",
41441,06715567,n,9,"a mountain peak in the Kunlun range in China (24,760 feet high)",
41442,06715722,n,9,"a mountain peak in the Tien Shan mountains in northern India (24,406 feet high)",
41443,06715911,n,9,"the highest mountain in South America; in the Andes in western Argentina (22,834 feet high)",
41444,06716096,n,9,"a mountain in the Andes on the border between Argentina and Chile (22,572 feet high)",
41445,06716299,n,9,"a mountain in the Andes in Argentina (22,546 feet high)",
41446,06716445,n,9,"a mountain in the Andes on the border between Argentina and Chile (22,310 feet high)",
41447,06716642,n,9,"a mountain in the Andes in Argentina (22,241 feet high)",
41448,06716788,n,9,"a mountain in the Andes in Argentina (22,210 feet high)",
41449,06716938,n,9,"a mountain in the Andes in Peru (22,205 feet high)",
41450,06717082,n,9,"a mountain in the Andes on the border between Argentina and Chile (22,057 feet high)",
41451,06717282,n,9,"a mountain in the Andes in Argentina (22,047 feet high)",
41452,06717435,n,9,"a mountain in the Andes in Argentina (22,047 feet high)",
41453,06717580,n,9,"a mountain peak in the Andes in Peru (21,709 feet high)",
41454,06717728,n,9,"a mountain peak in the Andes in Argentina (21,654 feet high)",
41456,06718080,n,9,"a mountain peak in the Andes in Bolivia (21,391 feet high)",
41457,06718229,n,9,"a mountain peak in the Andes in Argentina (21,302 feet high)",
41458,06718384,n,9,"a mountain peak in the Andes in Bolivia (21,201 feet high)",
41459,06718535,n,9,"a mountain peak in the Andes in Peru (21,083 feet high)",
41460,06718683,n,9,"a mountain peak in the Andes in Argentina (20,997 feet high)",
41461,06718833,n,9,"a mountain peak in the Andes in Bolivia (20,960 feet high)",
41462,06718984,n,9,"a mountain peak in the Andes in Bolivia (20,870 feet high)",
41463,06719134,n,9,"a mountain peak in the Andes in Ecuador (20,560 feet high)",
41464,06719287,n,9,"a mountain in south central Alaska; the highest peak in North America (20,300 feet high)",
41465,06719500,n,9,"the highest peak in Africa; located in northeastern Tanzania; 19,340 feet high",
41466,06719675,n,9,"a mountain peak in the Saint Elias Range in the southwestern Yukon Territory in Canada (19,850 feet high)",
41467,06719884,n,9,"19,370 feet high",
41468,06719976,n,9,"the highest peak in the Sierra Nevada range in California (14,495 feet high)",
41470,06720382,n,9,"a mountain in the Alps in Switzerland (14,804 feet high)",
41472,06720764,n,9,"the highest peak in the Rocky Mountains in central Colorado (14,431 feet high)",
41473,06720920,n,9,"a mountain peak in the Rockies in central Colorado (14,109 feet high)",
41474,06721085,n,9,"a mountain peak in northwestern Wyoming; the highest peak in the Teton Range (13,766 feet high)",
41476,06721505,n,9,a mountain in central Greece where (according to Greek mythology) the Muses lived; known as the mythological home of music and poetry; 'Liakoura is the modern name of Mount Parnassus',
41477,06721792,n,9,a mountain in the Black Hills of South Dakota; site of the likenesses of Washington and Jefferson and Lincoln and Roosevelt carved on it,
41478,06722053,n,9,"a mountain peak in the southern Sinai Peninsula (7,500 feet high); it is believed to be the peak on which Moses received the Ten Commandments",
41479,06722279,n,9,the mountain peak that Noah's ark landed on as the waters of the great flood receded,
41480,06722463,n,9,any high mountain,
41481,06722530,n,9,a mountain formed by volcanic material,
41482,06723036,n,9,an underwater mountain rising above the ocean floor,
41483,06723160,n,9,a seamount of volcanic origin (especially in the Pacific Ocean),
41484,06723275,n,9,a local and well-defined elevation of the land,
41485,06723517,n,9,a relatively low hill on the lower slope of a mountain,
41486,06723626,n,9,a small natural hill,
41487,06723790,n,9,(South Africa) a small hill rising up from the African veld,
41488,06723910,n,9,a mound of earth made by ants as they dig their nest,
41489,06724016,n,9,a mound of earth made by moles while burrowing,
41490,06724117,n,9,(geology) a flat (usually horizontal) mass of igneous rock between two layers of older sedimentary rock,
41491,06724271,n,9,a high rocky hill,
41492,06724338,n,9,a prominent rock or pile of rocks on a hill,
41493,06724431,n,9,the side or slope of a hill,
41494,06724550,n,9,the side or slope of a mountain,
41495,06724659,n,9,(Scotland) a slope or hillside,
41496,06724740,n,9,(usually plural) a rolling treeless highland with little soil,
41497,06724852,n,9,a rounded elevation (especially one on an ocean floor),
41498,06724958,n,9,an elevated geological formation; 'he climbed the steep slope'; 'the house was built on the side of the mountain',
41499,06725285,n,9,the steeply sloping side of a canyon,
41500,06725397,n,9,a downward slope,
41501,06725562,n,9,an upward slope or grade (as in a road); 'the car couldn't make the grade',
41502,06725770,n,9,the upward slope of a hill,
41503,06725849,n,9,the downward slope of a hill,
41504,06725932,n,9,a steep place (as on a hill),
41505,06726012,n,9,a long narrow range of hills,
41506,06726110,n,9,a sharp narrow ridge found in rugged mountains,
41507,06726208,n,9,a long narrow natural elevation or striation,
41508,06726412,n,9,"elevated (e.g., mountainous) land",
41509,06726581,n,9,a flat highland,
41510,06726716,n,9,flat tableland with steep edges; 'the tribe was relatively safe on the mesa but they had to descend into the valley for water',
41511,06726901,n,9,a shelf of rock with steep slopes above and below,
41512,06727012,n,9,extensive tract of level open land; 'they emerged from the woods onto a vast open plain'; 'he longed for the fields of his youth',
41513,06727321,n,9,a level tract of land,
41514,06727393,n,9,open land usually with peaty soil covered with heather and bracken and moss,
41515,06727530,n,9,a permanent wide expanse of snow,
41516,06727618,n,9,extensive plain without trees (associated with eastern Russia and Siberia),
41517,06727745,n,9,a vast treeless plain in the arctic regions between the ice cap and the tree line,
41518,06727879,n,9,hilly land; 'they loved to roam the hills of West Virginia'; 'the Black Hills',
41519,06728027,n,9,hilly land on the lower slopes of mountains,
41520,06728126,n,9,the point where a stream issues into a larger body of water; 'New York is at the mouth of the Hudson',
41521,06728279,n,9,a low triangular area where a river divides before entering a larger body of water,
41522,06728413,n,9,low level country,
41524,06728627,n,9,a low area where waste is buried between layers of earth,
41525,06728747,n,9,an enclosure within which something originates or develops (from the Latin for womb),
41526,06728884,n,9,a depression hollowed out of solid matter,
41527,06729093,n,9,a hole in the ground made by gophers,
41528,06729187,n,9,a hole in the ground made by an animal for shelter,
41529,06729317,n,9,a series of connected underground tunnels occupied by rabbits,
41530,06729447,n,9,a hole in the ground as a nest made by wild rabbits,
41531,06729572,n,9,hole made by a burrowing worm,
41533,06729879,n,9,(golf) the cavity left when a piece of turf is cut from the ground by the club head in making a stroke; 'it was a good drive but the ball ended up in a divot',
41534,06730089,n,9,a pit or hole produced by wear or weathering (especially in a road surface),
41535,06730230,n,9,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof,
41536,06730449,n,9,a large pit in sandy ground from which sand is dug,
41537,06730553,n,9,a pit over which lumber is positioned to be sawed by two men with a long two-handled saw,
41538,06730694,n,9,a natural accumulation of bitumens at the surface of the earth; often acts as a trap for animals whose bones are thus preserved,
41539,06730875,n,9,a long steep-sided depression in the ocean floor,
41540,06730976,n,9,a long depression in the surface of the land that usually contains a river,
41541,06731236,n,9,a natural depression in the surface of the land with a lake at the bottom of it; 'the basin of the Great Salt Lake',
41542,06731457,n,9,a steep-walled semicircular basin in a mountain; may contain a lake,
41543,06731592,n,9,a shallow basin in a desert region; contains salt and gypsum that was deposited by an evaporated salt lake,
41544,06731752,n,9,a bowl-shaped depression formed by the impact of a meteorite or bomb,
41545,06731909,n,9,a crater that has collected cosmic material hitting the earth,
41546,06732026,n,9,a crater on the Earth's moon,
41547,06732149,n,9,a bright crater on the moon,
41548,06732234,n,9,a conspicuous crater on the moon,
41549,06732323,n,9,a basin that is full of water at high tide,
41550,06732423,n,9,(British) an open river valley (in a hilly area),
41551,06732522,n,9,(Scottish) a narrow secluded valley (in the mountains),
41552,06732627,n,9,a small valley between mountains; 'he built himself a cabin in a hollow high up in the Appalachians',
41553,06732807,n,9,a small wooded hollow,
41554,06732888,n,9,a deep narrow steep-sided valley (especially one formed by running water),
41555,06733050,n,9,a valley with steep sides; formed by a rift in the earth's crust,
41556,06733172,n,9,a vast valley in central California known for its rich farmland,
41558,06733540,n,9,(North America) a ravine formed by a river in an area with little rainfall,
41559,06733694,n,9,the enormous gorge of the Colorado River in northern Arizona,
41560,06733832,n,9,a deep ravine (usually with a river running through it),
41561,06733993,n,9,a gorge in northeastern Tanzania where anthropologists have found some of the earliest human remains,
41562,06734172,n,9,a narrow gorge with a stream running through it,
41563,06734279,n,9,deep ditch cut by running water (especially after a prolonged downpour),
41564,06734456,n,9,(southwestern United States) a stream or brook,
41565,06734555,n,9,a gully that is shallower than a ravine,
41566,06734645,n,9,a narrow depression (as in the earth or between ocean waves or in the ocean bed),
41567,06734778,n,9,gully or streambed in North Africa and the Middle East that remains dry except during rainy season,
41568,06734927,n,9,natural or artificial channel through which water flows,
41569,06735040,n,9,a pit filled with loose wet sand into which heavy objects sink,
41570,06735177,n,9,an opening (especially a gap in a dike or fortification),
41571,06735286,n,9,a deep wide chasm,
41572,06735354,n,9,a bottomless gulf or pit,
41573,06735438,n,9,a deep opening in the earth's surface,
41574,06735563,n,9,a narrow fissure in rock,
41575,06735638,n,9,a deep fissure,
41832,06779724,n,9,the upper part of the mantle,
41577,06735991,n,9,a fault in which one side is above the other,
41578,06736170,n,9,a major geological fault in California; runs from San Diego to San Francisco; the source of serious earthquakes,
41579,06736364,n,9,an inclined fault in which the hanging wall appears to have slipped down relative to the footwall,
41580,06736536,n,9,an inclined fault in which the hanging wall appears to have been thrust upward with respect to the footwall,
41581,06736702,n,9,the lower wall of an inclined fault,
41582,06736811,n,9,the upper wall of an inclined fault,
41583,06736924,n,9,an opening into or through something,
41584,06737173,n,9,a hole through which an animal may bolt when pursued into its burrow or den,
41585,06737304,n,9,a hole made by a bullet passing through it,
41586,06737404,n,9,a hole (as in the wall of a building) made by rats,
41587,06737508,n,9,a gap between cloud masses; 'the sun shone through a rift in the clouds',
41588,06737631,n,9,an opening that resembles a window in appearance or function; 'he could see them through a window in the trees',
41589,06737795,n,9,an underground enclosure with access from the surface of the ground or from the sea,
41590,06738040,n,9,a small cave (usually with attractive features),
41591,06738147,n,9,a large cave or a large chamber in a cave,
41592,06738241,n,9,any large dark enclosed space; 'his eyes were dark caverns',
41593,06738353,n,9,small or narrow cave in the side of a cliff or mountain,
41594,06738459,n,9,a cylinder of calcium carbonate projecting upward from the floor of a limestone cave,
41595,06738619,n,9,a cylinder of calcium carbonate hanging from the roof of a limestone cave,
41597,06738951,n,9,land bordering an ocean,
41598,06739031,n,9,land bordering a lake,
41599,06739108,n,9,an area of sand sloping down to the water of a sea or lake,
41600,06739274,n,9,the beach at a seaside resort,
41601,06739355,n,9,a long ridge or pile; 'a huge bank of earth',
41602,06739486,n,9,a submerged bank of sand near a shore or in a river; can be exposed at low tide,
41603,06739638,n,9,a sandbank in a stretch of water that is visible at low tide,
41604,06739750,n,9,a submerged (or partly submerged) ridge in a river or along a shore,
41605,06739903,n,9,a bar of sand,
41606,06740000,n,9,a ridge of sand created by the wind; found in deserts or near lakes and oceans,
41607,06740141,n,9,a projecting ridge on a mountain or submerged under water,
41608,06740258,n,9,a submerged ridge of rock or coral near the surface of the water,
41609,06740391,n,9,one of a series of small ridges produced in sand by water currents or by wind,
41610,06740526,n,9,a coral reef off the southern coast of Florida,
41611,06740662,n,9,a reef consisting of coral consolidated into limestone,
41612,06740827,n,9,a long coral reef near and parallel to the shore,
41613,06740934,n,9,an island consisting of a circular coral reef surrounding a lagoon,
41614,06741106,n,9,the main land mass of a country or continent; as distinguished from an island or peninsula,
41615,06741251,n,9,a land mass (smaller than a continent) that is surrounded by water,
41616,06743549,n,9,a small island,
41617,06743622,n,9,a group of many islands in a large body of water,
41618,06744503,n,9,a large mass of land projecting into a body of water,
41619,06744953,n,9,a peninsular region of eastern Canada,
41620,06745081,n,9,a mountainous peninsula on northwest Mexico,
41621,06745243,n,9,a relatively narrow strip of land (with water on both sides) connecting two larger land areas,
41622,06745408,n,9,the isthmus that connects Central America and South America,
41623,06745550,n,9,a narrow elongated projecting strip of land,
41624,06745644,n,9,a natural elevation (especially a rocky one that just out into the sea),
41625,06745866,n,9,a promontory extending out into a large body of water; 'they sailed south around the point',
41626,06746009,n,9,a term used in Scottish names of promontories; 'the Mull of Kintyre',
41627,06746128,n,9,land forming the forward margin of something,
41628,06746227,n,9,a strip of land projecting into a body of water,
41629,06746386,n,9,a narrow strip of land that juts out into the sea,
100487,N0000080,n,10,,
41631,06746769,n,9,something long and thin resembling a blade of grass; 'a blade of lint on his suit',
41632,06746903,n,9,any broad thin expanse or surface: 'a sheet of ice',
41633,06747006,n,9,a large and unbroken expanse or distance; 'a stretch of highway'; 'a stretch of clear water',
41634,06747170,n,9,a stretch of water without current or movement; 'suddenly they were in slack water',
41635,06747305,n,9,an arc of colored light in the sky caused by refraction of the sun's rays by rain,
41636,06747459,n,9,a large mass of ice,
41637,06747605,n,9,"a mass of ice and snow that permanently covers a large area of land (e.g., the polar regions or a mountain peak)",
41638,06747770,n,9,a slowly moving mass of ice,
41639,06747944,n,9,a glacier that spreads out from a central mass of ice,
41640,06748081,n,9,a glacier near the Arctic or Antarctic poles,
41641,06748185,n,9,a glacier that moves down from a high valley,
41642,06748290,n,9,a large mass of ice floating at sea; usually broken off of a polar glacier,
41643,06748443,n,9,a small iceberg or ice floe just large enough to be hazardous for shipping,
41644,06748571,n,9,a flat mass of ice floating at sea,
41645,06748679,n,9,accumulated earth and stones deposited by a glacier,
41646,06748803,n,9,the envelope of gases surrounding any celestial body,
41647,06749007,n,9,outer space as viewed from the earth,
41648,06749186,n,9,the sky as viewed during daylight; 'he shot an arrow into the blue',
41649,06749345,n,9,a sky filled with rows of cirrocumulus or small altocumulus clouds,
41650,06749470,n,9,a visible mass of water or ice particles suspended at a considerable altitude,
41651,06749817,n,9,a cloud at a high altitude consisting of a series of regularly arranged small clouds resembling ripples,
41652,06750000,n,9,a thin uniform layer of hazy cloud at high altitude,
41653,06750131,n,9,a dark cloud of great vertical extent charged with electricity; associated with thunderstorms,
41654,06750319,n,9,a globular cloud,
41655,06750423,n,9,a dark gray cloud bearing rain,
41656,06750553,n,9,a cumulus cloud at an intermediate altitude of 2 or 3 miles,
41657,06750690,n,9,a wispy white cloud (usually of fine ice crystals) at a high altitude (4 to 8 miles),
41658,06750860,n,9,a large dark low cloud,
41659,06750970,n,9,a stratus cloud at an intermediate altitude of 2 or 3 miles,
41660,06751107,n,9,a long narrow flowing cirrus cloud,
41661,06751199,n,9,a layer of clouds seen from a distance,
41662,06751294,n,9,a heavy dark cloud presaging rain or a storm,
41664,06751645,n,9,the galaxy containing the solar system; consists of millions of stars that can be seen as a diffuse band of light stretching across the night sky,
41665,06751922,n,9,the sun with the celestial bodies that revolve around it in its gravitational field,
41666,06752330,n,9,either of two galaxies orbiting the Milky Way; visible near the south celestial pole,
41667,06752513,n,9,the larger of the two Magellanic galaxies visible from the southern hemisphere,
41668,06752660,n,9,the smaller of the two Magellanic galaxies visible from the southern hemisphere,
41669,06752808,n,9,an immense cloud of gas (mainly hydrogen) and dust in interstellar space,
41670,06752969,n,9,a cluster of stars within an intricate cloud of gas and dust,
41671,06753125,n,9,a nebula that was once thought to be a star with its planets but is now thought to be a very hot star surrounded by an expanding envelope of ionized gases that emit a fluorescent glow because of intense radiation from the star,
41672,06753414,n,9,the smallest planet and the nearest to the sun,
41673,06753533,n,9,the second nearest planet to the sun; visible as an early `morning star' or an `evening star'; rotates slowly in the opposite direction from the normal rotation of the planets,
41674,06753779,n,9,the 3rd planet from the sun; the planet on which we live; 'the Earth moves around the sun'; 'he sailed around the world',
41675,06754119,n,9,the 4th planet from the sun,
41676,06754247,n,9,the largest planet and the 5th from the sun; has many satellites,
41677,06754384,n,9,one of the four satellites of Jupiter that were discovered by Galileo,
41678,06754601,n,9,the closest of Jupiter's moons; has active volcanoes,
41679,06754702,n,9,the largest of Jupiter's satellites,
41680,06754792,n,9,the second largest of Jupiter's satellites,
41682,06755026,n,9,a giant planet which is surrounded by three planar concentric rings of ice particles; 6th planet from the sun,
41683,06755207,n,9,the largest of the satellites of Saturn; has a hazy nitrogen atmosphere,
41684,06755330,n,9,a giant planet with a ring of ice particles; 7th from the sun,
41685,06755463,n,9,a giant planet with a ring of ice particles; the 8th planet from the sun,
41686,06755608,n,9,the second smallest planet and the farthest known from the sun; has the most elliptical orbit of all the planets,
41688,06756084,n,9,an asteroid whose orbit crosses the Earth's orbit,
41689,06756195,n,9,the largest asteroid and the first discovered,
41690,06756292,n,9,the brightest asteroid but the fourth to be discovered,
41691,06756398,n,9,interstellar space including streams of protons moving from the stars,
41692,06756533,n,9,interplanetary space including forms of energy and gas and dust,
41693,06756759,n,9,microscopic particles in the interplanetary medium,
41694,06756894,n,9,a rarefied flow of gas and charged particles (plasma) that stream from the sun and form the solar wind,
41695,06757099,n,9,a natural object resembling a machine in structure and function; 'the mechanism of the ear',
41696,06757282,n,9,anything serving to maintain separation by obstructing vision or access,
41698,06757743,n,9,any barrier to communication or vision; 'a curtain of secrecy'; 'a curtain of trees',
41699,06757881,n,9,natural objects visible in the sky,
41700,06758155,n,9,any object that radiates energy,
41701,06758259,n,9,an object that radiates radio waves,
41702,06758353,n,9,(astronomy) a relatively small celestial body consisting of a frozen mass that travels around the sun in a highly elliptical orbit,
41703,06758573,n,9,(astronomy) the luminous cloud of particles surrounding the frozen nucleus of a comet; forms as the comet approaches the sun and is warmed,
41704,06758781,n,9,(astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail,
41705,06759020,n,9,(astronomy) any of the small solid bodies traveling through space around the sun,
41706,06759210,n,9,a group of meteoroids with a similar path around the sun,
41707,06759325,n,9,a meteoroid that has entered the earth's atmosphere,
41708,06759482,n,9,a very luminous meteor (sometimes exploding),
41709,06759590,n,9,the luminous center of a nuclear explosion,
41710,06759706,n,9,a ball of fire (such as the sun or a ball-shaped discharge of lightning),
41711,06759833,n,9,stony or metallic object that is the remains of a meteoroid that has reached the earth's surface,
41712,06760039,n,9,a meteorite so small that it drifts down to earth without becoming intensely heated in the atmosphere,
41713,06760201,n,9,a stony meteorite consisting of silicate minerals,
41714,06760305,n,9,a meteorite consisting principally of metallic iron,
41715,06760411,n,9,any of the celestial bodies (other than comets or satellites) that revolve around the sun in the solar system,
41716,06760682,n,9,any of the planets whose orbit lies outside the earth's orbit,
41717,06760859,n,9,any of the planets whose orbit lies inside the earth's orbit,
41718,06761017,n,9,a planet having a compact rocky surface like the Earth's; the four innermost planets in the solar system,
41719,06761240,n,9,any of the four outermost planets in the solar system; much larger than Earth and gaseous in nature (like Jupiter),
41720,06761498,n,9,one of many small solid celestial bodies thought to have existed at an early stage in the development of the solar system,
41721,06761678,n,9,a planet (usually Venus) seen just before sunrise in the eastern sky,
41722,06761805,n,9,a planet (usually Venus) seen at sunset in the western sky,
41723,06761922,n,9,any celestial body visible (as a point of light) from the Earth at night,
41724,06762045,n,9,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior,
41725,06762627,n,9,a starlike object that may send out radio waves and other forms of energy; large red shifts imply enormous recession velocities,
41726,06762836,n,9,guiding star; a star that is used as a reference point in navigation of astronomy,
41727,06763001,n,9,any star in the Ptolemaic theory of planetary motion,
41728,06763110,n,9,a star that varies noticeably in brightness,
41730,06763568,n,9,a system of three or more stars associated by gravity,
41731,06763699,n,9,a very bright star of large diameter and low density (relative to the Sun),
41732,06763874,n,9,an extremely bright star of very large diameter and low density,
41733,06764012,n,9,a faint star of enormous density,
41734,06764121,n,9,a small cool star; approximately 100 times the mass of Jupiter,
41735,06764274,n,9,a red dwarf star in which luminosity can change several magnitudes in a few minutes,
41736,06764432,n,9,a star that has collapsed under its own gravity; it is composed of neutrons,
41738,06764756,n,9,a star that ejects some of its material in the form of a cloud and become more luminous in the process,
41739,06764909,n,9,a star that explodes and becomes extremely luminous in the process,
41740,06765049,n,9,any celestial body orbiting around a planet or star,
41741,06765228,n,9,any natural satellite of a planet; 'Jupiter has sixteen moons',
41742,06765341,n,9,a dark region of considerable extent on the surface of the moon,
41744,06765647,n,9,a typical star that is the source of light and heat for the planets in the solar system; 'the sun contains 99.85% of the mass in the solar system',
41745,06765862,n,9,any star around which a planetary system evolves,
41746,06765960,n,9,the brightest star in the sky; in Canis Major,
41747,06766108,n,9,the brightest star in Ursa Minor; at the end of the handle of the little dipper; the northern axis of the earth points toward it,
41748,06766383,n,9,the brightest star in Canis Minor,
41749,06766489,n,9,the second brightest star in Orion,
41750,06766615,n,9,the brightest star in Orion,
41751,06766709,n,9,the brightest star in Auriga,
41752,06766810,n,9,the largest known star,
41753,06766913,n,9,second brightest star in Perseus; first known eclipsing binary,
41754,06767046,n,9,the 4th brightest star and the brightest star in the constellation Bootes; 36 light-years from Earth,
41755,06767220,n,9,a multiple star with 6 components; second brightest in Gemini; close to Pollux,
41756,06767388,n,9,the brightest star in Gemini; close to Castor,
41757,06767505,n,9,the brightest star in Leo,
41758,06767603,n,9,the brightest star in Virgo,
41759,06767701,n,9,the brightest star in Scorpius,
41760,06767804,n,9,the brightest star in Taurus,
41761,06767907,n,9,a remnant of a supernova detected first in 1054 AD,
41762,06768034,n,9,a configuration of stars as seen from the earth,
41763,06768863,n,9,(astronomy) a cluster of stars (or a small constellation),
41764,06769030,n,9,a small conspicuous constellation the the southern hemisphere in the Milky Way near Centaurus,
41765,06769265,n,9,the brightest star in the Southern Cross,
41766,06769383,n,9,the second brightest star in the Southern Cross,
41767,06769507,n,9,a conspicuous constellation in the northern hemisphere; between Great Bear and Orion at edge of Milk Way,
41768,06769702,n,9,a conspicuous constellation in the northern hemisphere; between Auriga and Cassiopeia and crossed by the Milky Way,
41769,06769889,n,9,a W-shaped constellation near Polaris,
41770,06769983,n,9,a zodiacal constellation in the northern hemisphere between Taurus and Cancer on the ecliptic,
41771,06770186,n,9,a constellation in the northern hemisphere near Ursa Major,
41772,06770316,n,9,"a constellation in the northern hemisphere between Ursa Major and Bootes; contains a cluster of some 10,000 galaxies",
41773,06770493,n,9,a small constellation in the northern hemisphere between Bootes and Hercules,
41774,06770631,n,9,a large constellation in the northern hemisphere between Lyra and Corona Borealis,
41775,06770767,n,9,a constellation in the southern hemisphere near the south celestial pole,
41776,06770892,n,9,a small constellation in the northern hemisphere near Cygnus and Draco; contains the star Vega,
41777,06771056,n,9,a constellation in the northern hemisphere between Pegasus and Draco in the Milky Way; contains a black hole,
41778,06771236,n,9,a region of space resulting from the collapse of a star; extremely high gravitational field,
41779,06771384,n,9,a faint constellation twisting around the north celestial pole and lying between Ursa Major and Cepheus,
41780,06771540,n,9,the brightest star in the constellation Lyra,
41782,06771807,n,9,a zodiacal constellation in northern hemisphere between Cancer and Virgo,
41783,06771967,n,9,a large zodiacal constellation on the equator; between Leo and Libra,
41784,06772125,n,9,a small quadrilateral constellation in the southern hemisphere near Virgo,
41785,06772258,n,9,a faint constellation in the southern hemisphere near Virgo,
41786,06772370,n,9,a long faint constellation near the equator stretching between Virgo and Cancer,
41788,06772671,n,9,a large zodiacal constellation between Libra and Sagittarius,
41789,06772834,n,9,a large zodiacal constellation in the southern hemisphere; between Scorpius and Capricornus,
41790,06773002,n,9,a faint zodiacal constellation in the southern hemisphere; between Sagittarius and Aquarius,
41791,06773182,n,9,a zodiacal constellation in the southern hemisphere; between Capricornus and Pisces,
41792,06773339,n,9,a large faint zodiacal constellation; between Aquarius and Aries,
41793,06773475,n,9,a small zodiacal constellation in the northern hemisphere; between Pisces and Taurus,
41794,06773630,n,9,a conspicuous constellation in the southern hemisphere near the Southern Cross,
41795,06773864,n,9,a constellation in the southern hemisphere near Centaurus,
41796,06773973,n,9,brightest star in Centaurus; second nearest star to the sun,
41797,06774133,n,9,the nearest star to the sun; distance: 4.3 light years,
41798,06774279,n,9,the second brightest star in Centaurus,
41799,06774396,n,9,a global cluster in the constellation Centaurus,
41800,06774523,n,9,a constellation in the northern hemisphere near Andromeda and Pisces,
41801,06774645,n,9,a constellation in the northern hemisphere between Cassiopeia and Pegasus; contains the Andromeda Galaxy,
41802,06774805,n,9,a faint constellation in the northern hemisphere near Cassiopeia and the Pole Star,
41803,06774941,n,9,a constellation on the equator east of Taurus; contains Betelgeuse and Rigel,
41804,06775119,n,9,a constellation southeast of Orion; contains Sirius,
41805,06775259,n,9,a constellation east of Orion; contains Procyon,
41806,06775396,n,9,a constellation outside the Zodiac that rotates around the North Star,
41807,06775554,n,9,a group of seven bright stars in the constellation Ursa Major,
41808,06775726,n,9,a constellation outside the Zodiac that rotates around the North Star,
41809,06775904,n,9,a cluster of seven stars in Ursa Minor; at the end of the dipper's handle is Polaris,
41810,06776095,n,9,a cluster of 5 bright stars forming a cross in the constellation Cygnus,
41811,06776246,n,9,a star cluster in the constellation Taurus,
41812,06776381,n,9,one of the stars in the star cluster Pleiades,
41813,06776510,n,9,a zodiacal constellation in the northern hemisphere near Orion; between Aries and Gemini,
