5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
41133,06661976,n,9,an irrational but irresistible motive for a belief or action,
41134,06662290,n,9,an intense desire to be alone or out in the open,
41135,06662394,n,9,an intense persistent desire to drink alcoholic beverages to excess,
41136,06662543,n,9,an intense and irresistible love for yourself and concern for your own needs,
41137,06662674,n,9,an irresistible impulse to steal in the absence of any economic motive,
41138,06662802,n,9,pathologically excessive (and often incoherent) talking,
41139,06662925,n,9,a mania restricted to one thing or idea,
41140,06663033,n,9,an irresistible sexual attraction to dead bodies,
41141,06663167,n,9,an irresistible desire to pick a superficial body parts (as in obsessive nail-biting),
41142,06663311,n,9,a desire to set fire to things,
41143,06663397,n,9,an irresistible urge to pull out your own hair,
41144,06663506,n,9,very strong or irresistible impulse to travel,
41145,06663608,n,9,an irrational motive for performing trivial or repetitive actions against your will,
41146,06663760,n,9,motivation based on ideas of right and wrong,
41147,06663948,n,9,the pursuit of pleasure as a matter of ethical principle,
41148,06664059,n,9,motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions,
41149,06664328,n,9,an inner voice that judges your behavior,
41150,06664466,n,9,a motivating awareness of ethical responsibility,
41151,06664591,n,9,a divine presence believed by Quakers to enlighten and guide the soul,
41152,06664757,n,9,an actuating force or factor,
41153,06664898,n,9,a means of arousing or stirring to action,
41154,06665028,n,9,any incitement to action; 'he awaited the signal to start'; 'the victory was a signal for wild celebration',
41155,06665188,n,9,(psychoanalysis) psychic energy produced by the libido,
41156,06665341,n,9,(psychoanalysis) the libidinal energy invested in some idea or person or object; 'Freud thought of cathexis as a psychic analog of an electrical charge',
41157,06665557,n,9,(psychoanalysis) a lack of cathexis; a condition in which significant objects or memories arouse no emotion in an individual,
41158,06665737,n,9,an active and efficient cause; capable of producing a certain effect; 'their research uncovered new disease agents',
41159,06665994,n,9,any agent that interferes with normal embryonic development: alcohol or thalidomide or X-rays or rubella are examples,
41160,06666185,n,9,the part of the earth's surface covered with water; 'they invaded our territorial waters',
41161,06666813,n,9,anything that is caught (especially if it is worth catching); 'he shared his catch with the others',
41162,06666964,n,9,a naturally enclosed space,
41163,06667120,n,9,a wide and open space or area as of surface or land or sky,
41164,06667277,n,9,something that is found; 'the findings in the gastrointestinal tract indicate that he died several hours after dinner'; 'an area rich in archaelogical findings',
41165,06667491,n,9,something grown or growing; 'a growth of hair',
41168,06667786,n,9,the frozen part of a body of water,
41170,06668569,n,9,what plants grow in (especially with reference to its quality or use); 'the land had never been plowed'; 'good agricultural soil',
41171,06668927,n,9,any object resembling a moon; 'he made a moon lamp that he used as a night light'; 'the clock had a moon that showed various phases',
41172,06669110,n,9,a nearby object of the same kind; 'Fort Worth is a neighbor of Dallas'; 'what is the closest neighbor to the Earth?',
41173,06669293,n,9,a lump of hard consolidated mineral matter; 'he threw a rock at me',
41174,06669653,n,9,a rock of meteoric origin containing chondrules,
41175,06669775,n,9,a stony meteor lacking chondrules,
41176,06669865,n,9,small granule (of e.g. chrysolite) found in some meteoric rocks,
41177,06670003,n,9,the part of a rock formation that appears above the surface of the surrounding land,
41178,06670205,n,9,an outcropping of rock that extends outward,
41179,06670304,n,9,something to which a mountain climber's rope can be secured,
41180,06670415,n,9,something weighing a given number of pounds; 'the fisherman caught a 10-pounder' or 'their linemen are all 300-pounders',
41181,06670589,n,9,any object that is left unused or still extant; 'I threw out the remains of my dinner',
41182,06670747,n,9,a relic or impression of a plant or animal that existed in a past geological age,
41183,06670994,n,9,one of the coiled chambered fossil shells of extinct mollusks,
41184,06671121,n,9,a fossil that must be studied microscopically,
41185,06671224,n,9,fossil trail of a worm,
41186,06671301,n,9,all or part of a natural object that is collected and preserved as an example of its class,
41187,06671498,n,9,a cylindrical sample of soil or rock obtained with a hollow drill,
41188,06671614,n,9,anything that covers; 'there was a blanket of snow',
41189,06671728,n,9,a hard outer layer that covers something,
41190,06671868,n,9,a natural covering (as by a fluid); 'the spacecraft detected an envelope of gas around the comet',
41191,06672020,n,9,the exterior covering of a bird's egg,
41192,06672139,n,9,a rigid covering that envelops an object; 'the satellite is covered with a smooth shell of ice',
41193,06672286,n,9,a natural object that covers or envelops; 'the fox was flushed from its cover',
41194,06672770,n,9,an incrustation that forms on the teeth and gums,
41195,06672882,n,9,any outer covering that can be shed or cast off (such as the cast-off skin of a snake),
41196,06673021,n,9,a stone produced by concretion of mineral salts; found in hollow organs or ducts of the body,
41197,06673240,n,9,a calculus formed in the bladder,
41198,06673344,n,9,a calculus formed in the kidney,
41199,06673483,n,9,a calculus formed in the gall bladder or its ducts,
41200,06673601,n,9,a stone formed in the salivary gland,
41201,06673713,n,9,a stone in a marsh or shallow water that can be stepped on in crossing,
41202,06673844,n,9,an individual 3-dimensional object that has mass and that is distinguishable from other objects; 'heavenly body',
41203,06674079,n,9,an small intracellular body found within another (characteristic of certain diseases); 'an inclusion in the cytoplasm of the cell',
41204,06674300,n,9,an inclusion body found in plasma cells in cases of cancer,
41205,06674433,n,9,a hypothetical object capable of absorbing all the electromagnetic radiation falling on it,
41206,06674595,n,9,a large body of matter without definite shape; 'a huge ice mass',
41207,06674728,n,9,any soft or soggy mass; 'he pounded it to a pulp',
41208,06674828,n,9,a body having finite mass and internal structure but negligible dimensions,
41209,06675155,n,9,a hypothetical particle with a single magnetic pole instead of the usual two,
41210,06675295,n,9,a hypothetical particle that is the elementary particle in a theory of space-time,
41211,06675434,n,9,a particle that is less complex than an atom; regarded as constituents of all matter,
41213,06676043,n,9,any particle that obeys Bose-Einstein statistics but not the Pauli exclusion principle; all nuclei with an even mass number are bosons,
41214,06676265,n,9,a particle that mediates the interaction of two elementary particles,
41215,06676463,n,9,a quantum of electromagnetic radiation; an elementary particle that is its own antiparticle,
100484,N0001971,n,10,,
41217,06676737,n,9,a gauge boson that mediates weak interactions between particles,
41219,06677022,n,9,any particle that obeys Fermi-Dirac statistics and is subject to the Pauli exclusion principle,
41220,06677206,n,9,an elementary particle responsible for the forces in the atomic nucleus; a hadron with a baryon number of 0,
41221,06677466,n,9,the antiparticle of a meson,
41222,06677549,n,9,a meson produced as the result of high-energy particle collision,
41223,06677675,n,9,an unstable meson produced as the result of a high-energy particle collision,
41224,06677839,n,9,exceedingly short-lived meson,
41225,06677922,n,9,a neutral meson with a large mass,
41226,06678027,n,9,an elementary particle that participates in weak interactions; has a baryon number of 0,
41227,06678257,n,9,the antiparticle of a lepton,
41228,06678414,n,9,an elementary particle with negative charge,
41229,06678548,n,9,an elementary particle with positive charge; interaction of a positron and an electron results in annihilation,
41230,06678728,n,9,an electron ejected from matter by ionizing radiation,
41231,06678837,n,9,a electron that is emited from an atom or molecule by an incident photon,
41232,06678969,n,9,an electrically charged particle (electron or ion) emitted by a substance at a high temperature,
41233,06679119,n,9,an elementary particle with zero charge and zero mass,
41234,06679227,n,9,the antiparticle of a neutrino,
41235,06679316,n,9,an elementary particle with a negative charge and a half-life of 2 microsecond; decays to electron and neutrino and antineutrino,
