,κωμογραμματεία,n,n-s---fn1l,κωμογραμματείας,,,,,0
62505,μ01782,μεῖον,n,----------,,,,,,0
62506,μ01784,μεῖον,n,----------,,,,,,0
62507,μ01783,μεῖον,n,----------,,,,,,0
62508,μ01248,μειονεκτέω,v,----------,,,,,,0
62509,μ01249,μειονεκτικός,a,aps---mn1-,μειονεκτικός μειονεκτική μειονεκτικόν,,,,,0
62510,μ01250,μειονεξία,n,n-s---fn1l,μειονεξίας,,,,,0
62511,μ01251,μειόνως,n,----------,,,,,,0
62512,μ01252,μειοπυρεξία,n,n-s---fn1l,μειοπυρεξίας,,,,,0
62513,μ01253,μειότης,n,n-s---fn3t,μειότητος,,,,,0
62514,μ01254,μειουρία,n,----------,,,,,,0
62515,μ01255,μειόφρων,n,----------,,,,,,0
62516,μ01256,μειόω,v,----------,,,,,,0
62517,μ01257,μειρακεύομαι,v,----------,,,,,,0
62518,μ01258,μειρακιεία,n,n-s---fn1l,μειρακιείας,,,,,0
62519,μ01259,μειρακιεξαπάτης,n,n-s---mn1e,μειρακιεξαπάτου,,,,,0
62520,μ01260,μειρακιεύομαι,v,----------,,,,,,0
62521,μ01261,μειράκιον,n,n-s---nn2-,μειρακίου,,,,,0
62522,μ01262,μειρακιόομαι,v,----------,,,,,,0
62815,μ01558,μέλισσα,n,n-s---fn1s,,,,,,0
62525,μ01265,μειρακιώδης,a,aps---cn3s,μειρακιώδης μειρακιώδης μειρακιώ͂δες,,,,,0
62526,μ01266,μειρακιωδία,n,n-s---fn1l,μειρακιωδίας,,,,,0
62527,μ01267,μειρακύλλιον,n,n-s---nn2-,μειρακυλλίου,,,,,0
62528,μ01785,μεῖραξ,n,n-s---fn3v,μεῖρακος,,,,,0
62529,μ01269,μείρομαι,v,----------,,,,,,0
62530,μ01268,μείρομαι,n,----------,,,,,,0
62531,μ01270,μείς,n,n-s---fn3n,μηνός,,,/měːs/,,0
62532,μ02043,μεῖστος,a,aps---mn1-,μεῖστος μείστη μεῖστον,,,,,0
62533,μ02754,μεῖχμα,n,n-s---nn3t,μείχματος,,,,,0
62534,μ01271,μείωμα,n,n-s---nn3t,μειώματος,,,,,0
62535,μ01272,μείων,a,acs---cn5n,μείων μείων μεῖον,,,/měː.ɔːn/,,0
62537,μ01274,μείωσις,n,----------,,,,,,0
62538,μ01275,μειωτέον,a,----------,,,,,,0
62539,μ01276,μειώτης,n,n-s---mn1e,μειώτου,,,,,0
62540,μ01277,μειωτικός,a,aps---mn1-,μειωτικός μειωτική μειωτικόν,,,,,0
62541,μ01278,μειωτός,a,aps---mn1-,μειωτός μειωτή μειωτόν,,,,,0
62542,μ01279,μελάγγαιος,a,----------,,,,,,0
62543,μ01280,μελαγγραφής,a,aps---cn5s,μελαγγραφής μελαγγραφής μελαγγραφές,,,,,0
62544,μ01281,μελάγκαρπος,n,----------,,,,,,0
62545,μ01282,μελαγκέρως,n,----------,,,,,,0
62546,μ01283,μελαγκευθής,a,aps---cn5s,μελαγκευθής μελαγκευθής μελαγκευθές,,,,,0
62547,μ01284,μελάγκολπος,a,aps---cn2-,μελάγκολπος μελάγκολπος μελάγκολπον,,,,,0
62548,μ01285,μελαγκόμης,n,n-s---mn1e,μελαγκόμου,,,,,0
62549,μ01286,μελαγκορυφίζω,v,----------,,,,,,0
62550,μ01287,μελαγκόρυφος,n,n-s---mn2-,μελαγκορύφου,,,,,0
62551,μ01288,μελάγκουρος,a,aps---cn2-,μελάγκουρος μελάγκουρος μελάγκουρον,,,,,0
62552,μ01289,μελάγκραιρα,n,n-s---fn1s,μελάγκραιρας,,,,,0
62553,μ01290,μελαγκράνινος,n,----------,,,,,,0
62554,μ01291,μελαγκρανίς,n,n-s---fn3d,μελαγκρανίδος,,,,,0
62555,μ01292,μελαγκρήπις,n,----------,,,,,,0
62556,μ01293,μελάγκροκος,a,aps---cn2-,μελάγκροκος μελάγκροκος μελάγκροκον,,,,,0
62557,μ01294,μελάγκωπος,a,aps---cn2-,μελάγκωπος μελάγκωπος μελάγκωπον,,,,,0
62558,μ01295,μελαγχαίτης,n,n-s---mn1e,μελαγχαίτου,,,,,0
62559,μ01296,μελάγχιμος,a,aps---cn2-,μελάγχιμος μελάγχιμος μελάγχιμον,,,,,0
62560,μ01297,μελαγχίτων,a,----------,,,,,,0
62562,μ01299,μελάγχλωρος,a,aps---cn2-,μελάγχλωρος μελάγχλωρος μελάγχλωρον,,,,,0
62563,μ01300,μελαγχολάω,v,----------,,,,,,0
62564,μ01301,μελαγχολία,n,n-s---fn1l,μελαγχολίας,,,,,0
62565,μ01302,μελαγχολικός,a,aps---mn1-,μελαγχολικός μελαγχολική μελαγχολικόν,,,,,0
62566,μ01303,μελάγχολος,a,aps---cn2-,μελάγχολος μελάγχολος μελάγχολον,,,,,0
62567,μ01304,μελαγχολώδης,a,aps---cn3s,μελαγχολώδης μελαγχολώδης μελαγχολώ͂δες,,,,,0
62568,μ01305,μελάγχροος,a,----------,,,,,,0
62569,μ01306,μελάθρα,n,n-s---fn1l,μελάθρας,,,,,0
62570,μ01307,μέλαθρον,n,n-s---nn2-,μελάθρου,,,,,0
62571,μ01308,μελαθρόω,v,----------,,,,,,0
62572,μ01309,μέλαινα,a,aps---an--,,,,,,0
62573,μ01310,μελαινάς,n,n-s---fn3d,μελαινάδος,,,,,0
62576,μ01313,μελαινόρινες,n,----------,,,,,,0
62577,μ01314,μελαίνω,v,----------,,,,,,0
62578,μ01315,μελαμβαθής,a,aps---cn5s,μελαμβαθής μελαμβαθής μελαμβαθές,,,,,0
62579,μ01316,μελαμβαφής,a,aps---cn5s,μελαμβαφής μελαμβαφής μελαμβαφές,,,,,0
62580,μ01317,μελάμβιος,a,aps---cn2-,μελάμβιος μελάμβιος μελάμβιον,,,,,0
62581,μ01318,μελάμβοος,a,aps---cn2-,μελάμβοος μελάμβοος μελάμβοον,,,,,0
62582,μ01319,μελαμβόρειος,a,aps---cn2-,μελαμβόρειος μελαμβόρειος μελαμβόρειον,,,,,0
62583,μ01320,μελάμβροτος,n,----------,,,,,,0
62584,μ01321,μελάμβωλος,a,aps---cn2-,μελάμβωλος μελάμβωλος μελάμβωλον,,,,,0
62585,μ01323,μελαμπαγής,a,aps---cn5s,μελαμπαγής μελαμπαγής μελαμπαγές,,,,,0
62586,μ01324,μελάμπεπλος,a,aps---cn2-,μελάμπεπλος μελάμπεπλος μελάμπεπλον,,,,,0
62587,μ01325,μελαμπέταλος,a,aps---cn2-,μελαμπέταλος μελαμπέταλος μελαμπέταλον,,,,,0
62588,μ01326,μελαμπεταλοχίτων,a,----------,,,,,,0
62589,μ01327,μελάμπετρος,a,aps---cn2-,μελάμπετρος μελάμπετρος μελάμπετρον,,,,,0
62590,μ01328,μελαμπόδεια,n,n-p---nn2-,μελαμποδείων,,,,,0
62591,μ01322,μελαμεῖον,n,n-s---nn2-,μελαμείου,,,,,0
62592,μ01329,μελαμπόδιον,n,n-s---nn2-,μελαμποδίου,,,,,0
62593,μ01330,μελαμπόρφυρος,a,aps---cn2-,μελαμπόρφυρος μελαμπόρφυρος μελαμπόρφυρον,,,,,0
62594,μ01331,μελάμπους,n,----------,,,,,,0
62595,μ01332,μελαμπράσιον,n,n-s---nn2-,μελαμπρασίου,,,,,0
62596,μ01333,μελάμπρῳρος,a,aps---cn2-,μελάμπρῳρος μελάμπρῳρος μελάμπρῳρον,,,,,0
62597,μ01334,μελάμπυγος,a,aps---cn2-,μελάμπυγος μελάμπυγος μελάμπυγον,,,,,0
62598,μ01335,μελάμπυρον,n,n-s---nn2-,μελαμπύρου,,,,,0
62599,μ01336,μελαμφαής,a,aps---cn5s,μελαμφαής μελαμφαής μελαμφαές,,,,,0
62600,μ01337,μελαμφαρής,a,aps---cn5s,μελαμφαρής μελαμφαρής μελαμφαρές,,,,,0
62601,μ01338,μελάμφυλλος,a,aps---cn2-,μελάμφυλλος μελάμφυλλος μελάμφυλλον,,,,,0
62602,μ01339,μελάμφωνος,a,aps---cn2-,μελάμφωνος μελάμφωνος μελάμφωνον,,,,,0
62603,μ01340,μελαμψήφις,n,----------,,,,,,0
62604,μ01341,μελαμψίθιος,n,n-s---mn2-,μελαμψιθίου,,,,,0
62605,μ01342,μελάμψωρος,a,aps---cn2-,μελάμψωρος μελάμψωρος μελάμψωρον,,,,,0
62606,μ01344,μέλαν,a,aps---an--,,,,,,0
62607,μ01345,μελανάγριος,n,----------,,,,,,0
62608,μ01346,μελανάετος,n,n-s---mn2-,μελαναέτου,,,,,0
62609,μ01347,μελαναθὴρ,a,----------,,,,,,0
62610,μ01348,μελάναιγις,n,n-s---fn3d,μελαναίγιδος,,,,,0
62611,μ01349,μελαναίων,n,n-s---mn3n,μελαναίωνος,,,,,0
62613,μ01351,μελάνδειρος,n,n-s---mn2-,μελανδείρου,,,,,0
62614,μ01352,μελάνδετος,a,aps---cn2-,μελάνδετος μελάνδετος μελάνδετον,,,,,0
62615,μ01353,μελανδίνης,n,n-s---mn1e,μελανδίνου,,,,,0
62616,μ01354,μελανδόκος,a,aps---cn2-,μελανδόκος μελανδόκος μελανδόκον,,,,,0
62617,μ01355,μελανδόχιον,n,n-s---nn2-,μελανδοχίου,,,,,0
62618,μ01356,μελάνδρυον,n,n-s---nn2-,μελανδρύου,,,,,0
62619,μ01357,μελάνδρυος,a,aps---cn2-,μελάνδρυος μελάνδρυος μελάνδρυον,,,,,0
62620,μ01358,μελάνδρυς,n,----------,,,,,,0
62622,μ01360,μελανειμονέω,v,----------,,,,,,0
62623,μ01361,μελανειμοσύνη,n,n-s---fn1e,μελανειμοσύνης,,,,,0
62625,μ01363,μελανέω,v,----------,,,,,,0
62626,μ01364,μελάνζοφος,a,aps---cn2-,μελάνζοφος μελάνζοφος μελάνζοφον,,,,,0
62627,μ01365,μελάνζωνος,a,aps---cn2-,μελάνζωνος μελάνζωνος μελάνζωνον,,,,,0
62628,μ01366,μελάνζωτος,n,----------,,,,,,0
62629,μ01367,μελανηφόρος,a,aps---cn2-,μελανηφόρος μελανηφόρος μελανηφόρον,,,,,0
62630,μ01368,μελανθέα,n,----------,,,,,,0
62631,μ01369,μελανθέλαιον,n,n-s---nn2-,μελανθελαίου,,,,,0
62632,μ01370,μελάνθεμον,n,n-s---nn2-,μελανθέμου,,,,,0
62633,μ01371,μελάνθεον,n,----------,,,,,,0
62634,μ01372,μελανθής,a,aps---cn5s,μελανθής μελανθής μελανθές,,,,,0
62635,μ01373,μελάνθινος,a,aps---mn1-,μελάνθινος μελανθίνη μελάνθινον,,,,,0
62636,μ01374,μελάνθιον,n,n-s---nn2-,μελανθίου,,,,,0
62637,μ01375,μελάνθριξ,n,----------,,,,,,0
62638,μ01377,μελανία,n,n-s---fn1l,μελανίας,,,,,0
62639,μ01376,μελάνια,n,n-p---nn2-,μελανίων,,,,,0
62640,μ01378,μελανίζω,v,----------,,,,,,0
62641,μ01379,μελάνιον,n,n-s---nn2-,μελανίου,,,,,0
62642,μ01380,μελάνιππος,a,aps---cn2-,μελάνιππος μελάνιππος μελάνιππον,,,,,0
62643,μ01381,μελανίχροος,a,aps---cn2-,μελανίχροος μελανίχροος μελανίχροον,,,,,0
62644,μ01382,μελανόβροχος,a,aps---cn2-,μελανόβροχος μελανόβροχος μελανόβροχον,,,,,0
62645,μ01383,μελανόγειος,a,aps---cn2-,μελανόγειος μελανόγειος μελανόγειον,,,,,0
62646,μ01384,μελανόγραμμος,a,aps---cn2-,μελανόγραμμος μελανόγραμμος μελανόγραμμον,,,,,0
62648,μ01386,μελανοδοχεῖον,n,n-s---nn2-,μελανοδοχείου,,,,,0
62649,μ01387,μελανοειδής,a,aps---cn5s,μελανοειδής μελανοειδής μελανοειδές,,,,,0
62650,μ01388,μελανοείμων,a,aps---cn3n,μελανοείμων μελανοείμων μελανοείμον,,,,,0
62651,μ01389,μελανόεις,a,aps---mn4i,μελανόεις μελανόεσσα μελανόεν,,,,,0
62652,μ01390,μελάνοζυξ,n,----------,,,,,,0
62653,μ01391,μελάνοθριξ,n,----------,,,,,,0
62654,μ01392,μελανοκάρδιος,a,aps---cn2-,μελανοκάρδιος μελανοκάρδιος μελανοκάρδιον,,,,,0
62655,μ01393,μελανοκιοεργός,n,----------,,,,,,0
62656,μ01394,μελανόκολπος,a,aps---cn2-,μελανόκολπος μελανόκολπος μελανόκολπον,,,,,0
62657,μ01395,μελανοκόμης,n,----------,,,,,,0
62658,μ01396,μελανόκωλος,a,aps---cn2-,μελανόκωλος μελανόκωλος μελανόκωλον,,,,,0
62659,μ01397,μελανόμαλλος,a,aps---cn2-,μελανόμαλλος μελανόμαλλος μελανόμαλλον,,,,,0
62660,μ01398,μελανόμματος,a,aps---cn2-,μελανόμματος μελανόμματος μελανόμματον,,,,,0
62661,μ01399,μελανονεκυοείμων,a,aps---cn3n,μελανονεκυοείμων μελανονεκυοείμων μελανονεκυοείμον,,,,,0
62662,μ01400,μελανονεφής,a,aps---cn5s,μελανονεφής μελανονεφής μελανονεφές,,,,,0
62663,μ01401,μελανόομαι,v,----------,,,,,,0
62664,μ01402,μελανοπλόκαμος,a,aps---cn2-,μελανοπλόκαμος μελανοπλόκαμος μελανοπλόκαμον,,,,,0
62665,μ01403,μελανοποιός,a,aps---cn2-,μελανοποιός μελανοποιός μελανοποιόν,,,,,0
62666,μ01404,μελανόπους,n,----------,,,,,,0
62668,μ01406,μελανοπτέρυξ,n,----------,,,,,,0
62670,μ01408,μελανορράβδωτος,a,aps---cn2-,μελανορράβδωτος μελανορράβδωτος μελανορράβδωτον,,,,,0
62671,μ01409,μελανόρριζον,n,n-s---nn2-,μελανορρίζου,,,,,0
62672,μ01410,μελανός,a,aps---mn1-,μελανός μελανή μελανόν,,,,,0
62673,μ01411,μελανοσπαλάκισσα,a,----------,,,,,,0
62674,μ01412,μελάνοσσος,a,aps---cn2-,μελάνοσσος μελάνοσσος μελάνοσσον,,,,,0
62675,μ01413,μελανόστερφος,a,aps---cn2-,μελανόστερφος μελανόστερφος μελανόστερφον,,,,,0
62676,μ01414,μελανόστικτος,a,aps---cn2-,μελανόστικτος μελανόστικτος μελανόστικτον,,,,,0
62677,μ01415,μελανόστολος,a,aps---cn2-,μελανόστολος μελανόστολος μελανόστολον,,,,,0
62678,μ01416,μελάνοστος,a,aps---cn2-,μελάνοστος μελάνοστος μελάνοστον,,,,,0
62680,μ01418,μελανοσώματος,a,aps---cn2-,μελανοσώματος μελανοσώματος μελανοσώματον,,,,,0
62681,μ01419,μελανότης,n,n-s---fn3t,μελανότητος,,,,,0
62682,μ01420,μελανουργός,n,----------,,,,,,0
62683,μ01421,μελανουρίς,n,----------,,,,,,0
62684,μ01422,μελάνουρος,n,n-s---mn2-,μελανούρου,,,,,0
62685,μ01423,μελανόφαιος,a,aps---cn2-,μελανόφαιος μελανόφαιος μελανόφαιον,,,,,0
62686,μ01424,μελανόφθαλμος,a,aps---cn2-,μελανόφθαλμος μελανόφθαλμος μελανόφθαλμον,,,,,0
62687,μ01425,μελανόφλεψ,n,----------,,,,,,0
62688,μ01426,μελανοφορέω,v,----------,,,,,,0
62689,μ01427,μελανοφόρος,a,aps---cn2-,μελανοφόρος μελανοφόρος μελανοφόρον,,,,,0
62690,μ01428,μελάνοφρυς,a,aps---cn5s,μελάνοφρυς μελάνοφρυς μελάνοφρυ,,,,,0
62691,μ01429,μελανόφυλλος,a,aps---cn2-,μελανόφυλλος μελανόφυλλος μελανόφυλλον,,,,,0
62692,μ01430,μελανόχλωρος,a,aps---cn2-,μελανόχλωρος μελανόχλωρος μελανόχλωρον,,,,,0
62693,μ01431,μελανόχροος,a,aps---cn2-,μελανόχροος μελανόχροος μελανόχροον,,,,,0
62694,μ01433,μέλανσις,n,n-s---fn3v,μελανσέως,,,,,0
62695,μ01434,μελάνσπερμον,n,n-s---nn2-,μελανσπέρμου,,,,,0
62696,μ01435,μελάνστερνος,a,aps---cn2-,μελάνστερνος μελάνστερνος μελάνστερνον,,,,,0
62697,μ01436,μελαντελχής,a,aps---cn5s,μελαντελχής μελαντελχής μελαντελχές,,,,,0
62698,μ01437,μελαντηρία,n,n-s---fn1l,μελαντηρίας,,,,,0
62699,μ01438,μελαντήριον,n,n-s---nn2-,μελαντηρίου,,,,,0
62700,μ01439,μελαντραγής,a,aps---cn5s,μελαντραγής μελαντραγής μελαντραγές,,,,,0
62701,μ01440,μελάνυδρος,a,aps---cn2-,μελάνυδρος μελάνυδρος μελάνυδρον,,,,,0
62702,μ01441,μελάνω,v,----------,,,,,,0
62703,μ01442,μελανώδης,a,aps---cn3s,μελανώδης μελανώδης μελανώ͂δες,,,,,0
62704,μ01432,μελανῶπις,a,----------,,,,,,0
62705,μ01444,μελάρρινος,a,aps---cn2-,μελάρρινος μελάρρινος μελάρρινον,,,,,0
62706,μ01445,μέλας,a,aps---mn4n,μέλας μέλαινα μέλαν,,,/mé.laːs/,,0
62707,μ01446,μέλασμα,n,n-s---nn3t,μελάσματος,,,,,0
62708,μ01447,μελασμός,n,----------,,,,,,0
62709,μ01455,μέλδω,v,----------,,,,,,0
62710,μ01456,μέλε,n,----------,,,,,,0
62711,μ01457,μέλε,n,----------,,,,,,0
62712,μ01458,μελεάγριον,n,n-s---nn2-,μελεαγρίου,,,,,0
62714,μ01460,μελεάζω,v,----------,,,,,,0
62715,μ01461,μελεαί,r,----------,,,,,,0
62716,μ01462,μελεγγραφής,a,aps---cn5s,μελεγγραφής μελεγγραφής μελεγγραφές,,,,,0
62717,μ01463,μελεδαίνω,v,----------,,,,,,0
62718,μ01464,μελεδαντός,a,aps---mn1-,μελεδαντός μελεδαντή μελεδαντόν,,,,,0
62719,μ01465,μελεδηθμός,n,----------,,,,,,0
62720,μ01466,μελέδημα,n,n-s---nn3t,μελεδήματος,,,,,0
62721,μ01467,μελεδήμων,a,aps---cn3n,μελεδήμων μελεδήμων μελεδήμον,,,,,0
62722,μ01468,μελεδών,n,n-s---fn3n,μελεδῶνος,,,,,0
62723,μ01469,μελεδωνεύς,n,n-s---mn3v,μελεδωνέως,,,,,0
62724,μ01470,μελεδώνη,n,n-s---fn1e,μελεδώνης,,,,,0
62725,μ01471,μελεδωνός,n,----------,,,,,,0
62726,μ01472,μέλει,v,v1spia----,,,,/mé.leː/,,0
62728,μ01474,μελεϊστί,r,----------,,,,,,0
62729,μ01475,μελεοπαθής,a,aps---cn5s,μελεοπαθής μελεοπαθής μελεοπαθές,,,,,0
62730,μ01476,μελεόπονος,a,aps---cn2-,μελεόπονος μελεόπονος μελεόπονον,,,,,0
62731,μ01477,μέλεος,a,aps---mn1-,μέλεος μέλεα μέλεον,,aps---cn2-=μέλεος aps---cn2-=μέλεος aps---nn2-=μέλεον,,,0
62732,μ01478,μελεόφρων,n,----------,,,,,,0
62733,μ01479,μελεσίπτερος,a,aps---cn2-,μελεσίπτερος μελεσίπτερος μελεσίπτερον,,,,,0
62734,μ01480,μελεταίνω,v,----------,,,,,,0
62735,μ01481,μελετάω,v,v1spia--2a,,,,,,0
62736,μ01482,μελέτη,n,n-s---fn1e,μελέτης,,,/me.lé.tɛː/,,0
62737,μ01483,μελέτημα,n,n-s---nn3t,μελετήματος,,,,,0
62738,μ01484,μελετηρός,a,aps---mn1-,μελετηρός μελετηρά μελετηρόν,,,,,0
62739,μ01485,μελέτησις,n,n-s---fn3v,μελετησέως,,,,,0
62740,μ01486,μελετητέος,a,aps---mn1-,μελετητέος μελετητέα μελετητέον,,,,,0
62741,μ01487,μελετητήριον,n,n-s---nn2-,μελετητηρίου,,,,,0
62742,μ01488,μελετητικός,a,aps---mn1-,μελετητικός μελετητική μελετητικόν,,,,,0
62743,μ01489,μελετητός,a,aps---mn1-,μελετητός μελετητή μελετητόν,,,,,0
62744,μ01490,μελέτωρ,n,n-s---mn3r,μελέτορος,,,,,0
62745,μ01491,μέλη,n,n-s---fn1e,μέλης,,,,,0
62746,μ01492,μεληδόν,r,----------,,,,,,0
62747,μ01493,μεληδών,n,n-s---fn3n,μεληδόνος,,,,,0
62748,μ01494,μέλημα,n,n-s---nn3t,μελήματος,,,,,0
62750,μ01496,μελησμός,n,----------,,,,,,0
62751,μ01497,μελητέον,v,----------,,,,,,0
62752,,Μελητίδης,n,n-s---mn1e,Μελητίδου,,,,,0
62753,μ01498,μέλι,n,n-s---nn3d,,,,,,0
62754,μ01499,μελία,n,n-s---fn1l,μελίας,,,,,0
62755,μ01500,μελιαδής,a,aps---cn5s,μελιαδής μελιαδής μελιαδές,,,,,0
62756,,Μελίαι,n,n-p---fn1l,Μελιῶν,,,,,0
62757,μ01501,μελίαμβοι,n,n-p---mn2-,μελιάμβων,,,,,0
62758,μ01502,μελιβόας,n,----------,,,,,,0
62759,μ01503,μελίβρομος,a,aps---cn2-,μελίβρομος μελίβρομος μελίβρομον,,,,,0
62760,μ01504,μελιγαθής,a,aps---cn5s,μελιγαθής μελιγαθής μελιγαθές,,,,,0
62761,μ01505,μελίγδουπος,a,aps---cn2-,μελίγδουπος μελίγδουπος μελίγδουπον,,,,,0
62762,μ01506,μελιγενέτωρ,n,----------,,,,,,0
62763,μ01507,μελίγηρυς,n,----------,,,,,,0
62764,μ01508,μελίγληνος,a,aps---cn2-,μελίγληνος μελίγληνος μελίγληνον,,,,,0
62766,μ01510,μέλιγμα,n,n-s---nn3t,μελίγματος,,,,,0
62767,μ01511,μελιειδής,a,aps---cn5s,μελιειδής μελιειδής μελιειδές,,,,,0
62768,μ01512,μελίεφθον,n,n-s---nn2-,μελιέφθου,,,,,0
62769,μ01514,μελίζω,v,----------,,,,,,0
62770,μ01513,μελίζω,v,----------,,,,,,0
62771,μ01515,μελίζωρος,a,aps---cn2-,μελίζωρος μελίζωρος μελίζωρον,,,,,0
62772,μ01516,μελιηγενής,a,aps---cn5s,μελιηγενής μελιηγενής μελιηγενές,,,,,0
62773,μ01517,μελιηδής,a,aps---cn5s,μελιηδής μελιηδής μελιηδές,,,,,0
62774,μ01518,μελίθρεπτος,a,aps---cn2-,μελίθρεπτος μελίθρεπτος μελίθρεπτον,,,,,0
62776,μ01520,μελίϊνος,a,aps---mn1-,μελίϊνος μελιΐνη μελίϊνον,,,,,0
62777,μ01521,μελίκηρα,v,----------,,,,,,0
62778,μ01522,μελικήριον,n,n-s---nn2-,μελικηρίου,,,,,0
62779,μ01523,μελικηρίς,n,n-s---fn3d,μελικηρίδος,,,,,0
62780,μ01524,μελίκηρον,n,n-s---nn2-,μελικήρου,,,,,0
62781,μ01525,μελίκηρος,n,n-s---mn2-,μελικήρου,,,,,0
62782,μ01526,μελικηρώδης,a,aps---cn3s,μελικηρώδης μελικηρώδης μελικηρώ͂δες,,,,,0
62783,μ01527,μελίκομπος,a,aps---cn2-,μελίκομπος μελίκομπος μελίκομπον,,,,,0
62784,μ01528,μελικός,a,aps---mn1-,μελικός μελική μελικόν,,,,,0
62785,μ01529,μελικράς,n,----------,,,,,,0
62786,μ01530,μελίκρατον,n,n-s---nn2-,μελικράτου,,,,,0
62787,μ01531,μελίκταινα,n,n-s---fn1s,μελίκταινας,,,,,0
62788,μ01532,μελικτής,n,n-s---mn1e,μελικτού,,,,,0
62789,μ01533,μελιλώτινος,a,aps---mn1-,μελιλώτινος μελιλωτίνη μελιλώτινον,,,,,0
62790,μ01534,μελίλωτον,n,n-s---nn2-,μελιλώτου,,,,,0
62791,μ01535,μελίμηλον,n,n-s---nn2-,μελιμήλου,,,,,0
62792,μ01536,μελίνη,v,----------,,,,,,0
62793,μ01537,μέλινον,n,n-s---nn2-,μελίνου,,,,,0
62794,μ01539,μέλινος,n,n-s---mn2-,μελίνου,,,,,0
62795,μ01538,μέλινος,a,----------,,,,,,0
62796,,Μελινοφάγοι,n,n-p---mn2-,Μελινοφάγων,,,,,0
62797,μ01540,μελιοῦχος,n,n-s---mn2-,μελιούχου,,,,,0
62798,μ01541,μελίπαις,n,----------,,,,,,0
62799,μ01542,μελίπηκτον,n,n-s---nn2-,μελιπήκτου,,,,,0
62800,μ01543,μελίπνοος,a,aps---cn2-,μελίπνοος μελίπνοος μελίπνοον,,μελίπνους μελίπνους μελίπνουν,,,0
62801,μ01544,μελιπτέρωτος,a,aps---cn2-,μελιπτέρωτος μελιπτέρωτος μελιπτέρωτον,,,,,0
62802,μ01545,μελίπτορθος,a,aps---cn2-,μελίπτορθος μελίπτορθος μελίπτορθον,,,,,0
62803,μ01546,μελιρραθάμιγξ,n,----------,,,,,,0
62804,μ01547,μελίρροθος,a,aps---cn2-,μελίρροθος μελίρροθος μελίρροθον,,,,,0
62806,μ01549,μελίρρυτος,a,aps---cn2-,μελίρρυτος μελίρρυτος μελίρρυτον,,,,,0
62807,μ01550,μέλις,n,----------,,,,,,0
62808,μ01551,μελίσδω,v,----------,,,,,,0
62809,μ01552,μελισιδωνοφρυνιχήρατα,n,----------,,,,,,0
62810,μ01553,μελίσκιον,n,----------,,,,,,0
62811,μ01554,μέλισμα,n,n-s---nn3t,μελίσματος,,,,,0
62812,μ01555,μελισμάτιον,n,n-s---nn2-,μελισματίου,,,,,0
62813,μ01556,μελισμός,n,----------,,,,,,0
62814,μ01557,μελίσπονδα,n,n-p---nn2-,μελισπόνδων,,,,,0
62818,μ01561,μελισσεύς,n,n-s---mn3v,μελισσέως,,,,,0
62819,μ01562,μελισσήεις,a,aps---mn4i,μελισσήεις μελισσήεσσα μελισσήεν,,,,,0
62820,μ01563,μελισσία,n,n-s---fn1l,μελισσίας,,,,,0
62821,μ01564,μελίσσιος,n,----------,,,,,,0
62822,μ01565,μελισσοβότανον,n,n-s---nn2-,μελισσοβοτάνου,,,,,0
62823,μ01566,μελισσόβοτος,a,aps---cn2-,μελισσόβοτος μελισσόβοτος μελισσόβοτον,,,,,0
62824,μ01567,μελισσοκόμος,a,aps---cn2-,μελισσοκόμος μελισσοκόμος μελισσοκόμον,,,,,0
62825,μ01568,μελισσοκράς,n,----------,,,,,,0
62826,μ01569,μελισσονόμος,a,aps---cn2-,μελισσονόμος μελισσονόμος μελισσονόμον,,,,,0
62827,μ01570,μελισσόομαι,v,----------,,,,,,0
62828,μ01571,μελισσοπόλος,a,aps---cn2-,μελισσοπόλος μελισσοπόλος μελισσοπόλον,,,,,0
62829,μ01572,μελισσοπόνος,a,aps---cn2-,μελισσοπόνος μελισσοπόνος μελισσοπόνον,,,,,0
62830,μ01573,μελισσόρυτος,a,aps---cn2-,μελισσόρυτος μελισσόρυτος μελισσόρυτον,,,,,0
62831,μ01574,μελισσοσόος,a,aps---cn2-,μελισσοσόος μελισσοσόος μελισσοσόον,,,,,0
62832,μ01575,μελισσότευκτος,a,aps---cn2-,μελισσότευκτος μελισσότευκτος μελισσότευκτον,,,,,0
62833,μ01576,μελισσότοκος,a,aps---cn2-,μελισσότοκος μελισσότοκος μελισσότοκον,,,,,0
62834,μ01577,μελισσοτρόφιον,n,n-s---nn2-,μελισσοτροφίου,,,,,0
62835,μ01578,μελισσοτρόφος,a,aps---cn2-,μελισσοτρόφος μελισσοτρόφος μελισσοτρόφον,,,,,0
62836,μ01579,μελισσουργεῖον,n,n-s---nn2-,μελισσουργείου,,,,,0
62837,μ01580,μελισσουργέω,v,----------,,,,,,0
62838,μ01581,μελισσουργία,n,n-s---fn1l,μελισσουργίας,,,,,0
62840,μ01583,μελισσουργός,n,----------,,,,,,0
62841,μ01584,μελισσοφάγος,n,----------,,,,,,0
62842,μ01585,μελισσοφάτνη,n,n-s---fn1e,μελισσοφάτνης,,,,,0
62843,μ01586,μελισσόφονος,n,----------,,,,,,0
62844,μ01587,μελισσόφυλλον,n,n-s---nn2-,μελισσοφύλλου,,,,,0
62845,μ01588,μελισσόφυτον,n,n-s---nn2-,μελισσοφύτου,,,,,0
62846,μ01589,μελίσσω,v,----------,,,,,,0
