id,type,source,target
121573,\,52466,89848
121574,\,75075,89848
121575,\,85575,89848
121576,\,97236,89848
121577,\,89892,89898
121578,\,89893,89898
121579,\,89894,89898
121580,\,69784,89912
121581,\,89909,89912
121582,\,89910,89912
121583,\,89911,89912
121584,\,90000,89998
121585,\,90488,112067
121586,\,112068,112067
121587,\,91362,90524
121588,\,91363,90524
121589,\,91364,90524
121590,\,91365,90524
121591,\,91366,90524
121592,\,91368,90524
121593,\,91370,90524
121594,\,91374,90524
121595,\,90542,90544
121596,\,90543,90544
121597,\,90859,90860
121598,\,91032,91045
121599,\,91034,91045
121600,\,91035,91045
121601,\,91037,91045
121602,\,91039,91045
121603,\,91040,91045
121604,\,91041,91045
121605,\,91042,91045
121606,\,91043,91045
121607,\,91044,91045
121608,\,91046,91045
121609,\,91047,91045
121610,\,91048,91045
121611,\,91049,91045
121612,\,91050,91045
121613,\,91051,91045
121614,\,91052,91045
121615,\,91588,91608
121616,\,3410,91608
121617,\,15461,91608
121618,\,16961,91608
121619,\,18028,91608
121620,\,24323,91608
121621,\,26403,91608
121622,\,26409,91608
121623,\,26239,91608
121624,\,32724,91608
121625,\,34116,91608
121626,\,38817,91608
121627,\,29039,91608
121628,\,44935,91608
121629,\,45932,91608
121630,\,46995,91608
121631,\,47329,91608
121632,\,64494,91608
121633,\,64816,91608
121634,\,72525,91608
121635,\,82469,82406
121636,\,74025,91608
121637,\,76281,91608
121638,\,81578,91608
121639,\,91606,91608
121640,\,91607,91608
121641,\,91609,91608
121642,\,100960,91608
121643,\,103482,91608
121644,\,107028,91608
121645,\,107029,91608
121646,\,107030,91608
121647,\,109095,91608
121648,\,109177,91608
121649,\,91664,91667
121650,\,91665,91667
121651,\,91668,91667
121652,\,91669,91667
121653,\,91774,112072
121654,\,93278,92197
121655,\,93279,92197
121656,\,93280,92197
121657,\,92298,92300
121658,\,92299,92300
121659,\,92301,92300
121660,\,92302,92300
121661,\,92303,92300
121662,\,92305,92300
121663,\,92319,92321
121664,\,92318,92321
121665,\,92941,92944
121666,\,93035,93041
121667,\,93036,93041
121668,\,93042,93041
121669,\,93043,93041
121670,\,93044,93041
121671,\,93045,93041
121672,\,93230,93235
121673,\,93231,93235
121674,\,93232,93235
121675,\,93233,93235
121676,\,93234,93235
121677,\,93236,93235
121678,\,93237,93235
121679,\,97024,96389
121680,\,97529,97530
121681,\,97531,97530
121682,\,97532,97530
121683,\,3420,97703
121684,\,7083,97703
121685,\,13216,97703
121686,\,16011,97703
121687,\,16988,97703
121688,\,24449,97703
121689,\,24450,97703
121690,\,25918,97703
121691,\,31108,97703
121692,\,34170,97703
121693,\,39074,97703
121694,\,42967,97703
121695,\,52724,97703
121696,\,59481,97703
121697,\,63253,97703
121698,\,67014,97703
121699,\,75231,97703
121700,\,98910,98920
121701,\,98008,98015
121702,\,98011,98015
121703,\,98013,98015
121704,\,98180,98179
121705,\,98185,98179
121706,\,98226,98309
121707,\,16057,98309
121708,\,98456,98523
121709,\,98526,98523
121710,\,98515,98523
121711,\,98950,98949
121712,\,99718,99733
121713,\,99769,100036
121714,\,100325,100357
121715,\,100326,100357
121716,\,100348,100357
121717,\,100349,100357
121718,\,100350,100357
121719,\,100351,100357
121720,\,100352,100357
121721,\,100353,100357
121722,\,100354,100357
121723,\,100355,100357
121724,\,100356,100357
121725,\,100358,100357
121726,\,100359,100357
121727,\,100360,100357
121728,\,100361,100357
121729,\,100362,100357
121730,\,100363,100357
121731,\,100364,100357
121732,\,101199,101200
121733,\,101199,101217
121734,\,48370,101246
121735,\,73905,91608
121736,\,88135,101246
121737,\,91263,101246
121738,\,101933,101246
121739,\,44181,101246
121740,\,101737,101737
121741,\,112187,103796
121742,\,103613,103626
121743,\,103625,103626
121744,\,105381,105572
121745,\,105423,105572
121746,\,106520,107003
121747,\,106564,107003
121748,\,106947,107003
121749,\,106956,107003
121750,\,107077,107003
121751,\,107085,107003
121752,\,105809,105806
121753,\,24649,106207
121754,\,106288,106207
121755,\,106292,106207
121756,\,24649,106206
121757,\,106288,106206
121758,\,106292,106206
121759,\,24649,106275
121760,\,106288,106275
121761,\,106292,106275
121762,\,106890,106892
121763,\,17367,107030
121764,\,17369,107030
121765,\,29039,107030
121766,\,32724,107030
121767,\,47326,107030
121768,\,47329,107030
121769,\,107023,107030
121770,\,107024,107030
121771,\,107025,107030
121772,\,107026,107030
121773,\,107027,107030
121774,\,107029,107030
121775,\,10061,108498
121776,\,17607,108498
121777,\,39439,108498
121778,\,72881,108498
121779,\,93832,108498
121780,\,105155,108498
121781,\,108496,108498
121782,\,108500,108498
121783,\,108502,108498
121784,\,108731,108808
121785,\,39448,108881
121786,\,39449,108881
121787,\,81781,108881
121788,\,108882,108881
121789,\,108883,108881
121790,\,108884,108881
121791,\,108885,108881
121792,\,109123,109209
121793,\,109034,112101
121794,\,109229,109235
121795,\,109234,109235
121796,\,109235,109318
121797,\,109055,109445
121798,\,62562,109711
121799,\,62692,109711
121800,\,62892,109711
121801,\,105181,109711
121802,\,109695,109711
121803,\,109688,109711
121804,\,109699,109711
121805,\,109714,109711
121806,\,1535,110210
121807,\,11078,110210
121808,\,19700,110210
121809,\,28882,110210
121810,\,39522,110210
121811,\,61552,110210
121812,\,63284,110210
121813,\,63794,110210
121814,\,69622,110210
121815,\,69833,110210
121816,\,81811,110210
121817,\,103603,110210
121818,\,110159,110160
121819,\,110541,110542
121820,\,110541,110584
121821,\,24763,110717
121822,\,110721,110723
121823,\,110722,110723
121824,\,110724,110723
121825,\,110721,110725
121826,\,110722,110725
121827,\,110724,110725
121828,\,110910,110839
121829,\,110910,110910
121830,\,112160,111172
121831,\,112186,111172
121832,\,111174,111172
121833,\,111176,111172
121834,\,111180,111172
121835,\,55658,101246
121836,\,111805,111538
121837,\,111497,111654
121838,\,111665,111895
121839,\,111895,111895
121840,\,58369,111665
121841,\,62967,111665
121842,\,88391,111665
121843,\,100232,111665
121844,\,111457,111665
121845,/,2493,41117
121846,/,2493,94948
121847,/,2599,2576
121848,/,16586,17114
121849,/,16586,17113
121850,/,16586,17112
121851,/,16586,16563
121852,/,16848,63001
121853,/,16848,63045
121854,/,1749,1746
121855,/,1749,1747
121856,/,1749,1748
121857,/,1749,1750
121858,/,3615,58926
121859,/,3615,3617
121860,/,3615,3616
121861,/,3615,58934
121862,/,4147,43626
121863,/,4147,44623
121864,/,4147,69290
121865,/,4147,71059
121866,/,4147,73981
121867,/,4147,80373
121868,/,4147,99548
121869,/,4147,102326
121870,/,6593,6592
121871,/,9496,9472
121872,/,9496,9492
121873,/,15269,15266
121874,/,15269,15267
121875,/,15269,15268
121876,/,15269,89577
121877,/,15269,89607
121878,/,15269,112059
121879,/,2084,112196
121880,/,651,628
121881,/,651,630
121882,/,651,631
121883,/,651,634
121884,/,651,656
121885,/,3406,2941
121886,/,3406,2940
121887,/,3406,2939
121888,/,14734,8110
121889,/,467,1684
121890,/,112158,41072
121891,/,32374,45115
121892,/,32373,45115
121893,/,45534,45544
121894,/,45534,45537
121895,/,55893,54948
121896,/,55893,55865
121897,/,50282,50218
121898,/,55865,54948
121899,/,56897,56890
121900,/,57329,57298
121901,/,57329,57323
121902,/,57329,57328
121903,/,57329,57330
121904,/,61102,61094
121905,/,61102,61096
121906,/,61102,61153
121907,/,61518,64088
121908,/,65148,65149
121909,/,65148,65145
121910,/,70302,29364
121911,/,70302,72437
121912,/,73905,15460
121913,/,73905,15461
121914,/,73905,16961
121915,/,73905,17367
121916,/,73905,34116
121917,/,73905,44935
121918,/,73905,66270
121919,/,73905,81578
121920,/,73905,91589
121921,/,73905,91601
121922,/,73905,100960
121923,/,73905,103482
121924,/,73905,104769
121925,/,73053,73052
121926,/,112029,73999
121927,/,74183,3322
121928,/,74183,20007
121929,/,74183,58234
121930,/,74183,67689
121931,/,74183,74182
121932,/,74183,74184
121933,/,79933,73469
121934,/,79933,79919
121935,\,111182,111172
121936,/,79933,79922
121937,/,79933,79923
121938,/,79933,79924
121939,/,79933,79925
121940,/,79933,79926
121941,/,79933,79928
121942,/,79933,79935
121943,/,79933,79927
121944,/,79933,79930
121945,/,79933,79931
121946,/,79933,79932
121947,/,79933,79934
121948,/,81550,112036
121949,/,82379,9777
121950,/,112055,112054
121951,/,112055,112056
121952,/,112055,87454
121953,/,91608,842
121954,/,91608,2829
121955,/,91608,3410
121956,/,91608,9864
121957,/,91608,9865
121958,/,91608,9866
121959,/,91608,10030
121960,/,91608,13020
121961,/,91608,15459
121962,/,91608,15461
121963,/,91608,16960
121964,/,91608,16961
121965,/,91608,17367
121966,/,91608,17368
121967,/,91608,17369
121968,/,91608,18028
121969,/,91608,21596
121970,/,91608,22302
121971,/,91608,24322
121972,/,91608,24323
121973,/,91608,26403
121974,/,91608,26408
121975,/,91608,26409
121976,/,91608,26238
121977,/,91608,26239
121978,/,91608,29039
121979,/,91608,32723
121980,/,91608,34115
121981,/,91608,34116
121982,/,91608,38780
121983,/,91608,38817
121984,/,91608,44935
121985,/,91608,45930
121986,/,91608,45931
121987,/,91608,45932
121988,/,91608,46994
121989,/,91608,46995
121990,/,91608,47326
121991,/,91608,47329
121992,/,91608,52558
121993,/,91608,52559
121994,/,91608,52876
121995,/,91608,62266
121996,/,91608,63902
121997,/,91608,64494
121998,/,91608,66270
121999,/,91608,72525
122000,/,91608,68783
122001,/,91608,73905
122002,/,91608,74025
122003,/,91608,75121
122004,/,91608,75122
122005,/,91608,76281
122006,/,91608,78446
122007,/,91608,81578
122008,/,91608,86517
122009,/,91608,89804
122010,/,91608,91588
122011,/,91608,91589
122012,/,91608,91590
122013,/,91608,91591
122014,/,91608,91592
122015,/,91608,91593
122016,/,91608,91595
122017,/,91608,91596
122018,/,91608,91597
122019,/,91608,91598
122020,/,91608,91599
122021,/,91608,91600
122022,/,91608,91601
122023,/,91608,91602
122024,/,91608,91603
122025,/,91608,91604
122026,/,91608,91605
122027,/,91608,91606
122028,/,91608,91607
122029,/,91608,91608
122030,/,91608,91609
122031,/,91608,91610
122032,/,91608,94762
122033,/,91608,95391
122034,/,91608,103480
122035,/,79933,79921
122036,/,91608,103563
122037,/,91608,104769
122038,/,91608,107023
122039,/,91608,107024
122040,/,91608,107025
122041,/,91608,107026
122042,/,91608,107027
122043,/,91608,107028
122044,/,91608,107029
122045,/,91608,107030
122046,/,91608,109095
122047,/,91608,109177
122048,/,91608,111005
122049,/,91608,111006
122050,/,112072,112071
122051,/,112072,91858
122052,/,112072,91857
122053,/,112072,15520
122054,/,93041,92944
122055,/,93041,93105
122056,/,107030,91601
122057,/,107030,112096
122058,/,107030,107003
122059,/,110839,110837
122060,/,110839,110836
122061,!,4681,70849
122062,!,4681,70848
122063,!,6971,52509
122064,!,112130,76211
122065,!,19592,98523
122066,!,20906,2066
122067,!,20906,62706
122068,!,20906,108936
122069,!,42819,15269
122070,!,31471,112139
122071,!,46519,1749
122072,!,58219,60766
122073,!,59661,62706
122074,!,60766,58219
122075,!,61518,19675
122076,!,70849,4681
122077,!,70849,18381
122078,!,90990,61605
122079,!,109318,45391
122080,\,112238,992
122081,\,8328,112209
122082,/,91608,103481
122083,/,91608,103482
122084,\,112221,18381
122085,\,112241,26520
122086,\,112245,42070
122087,\,111974,112254
122088,\,112257,44072
122089,\,44441,112259
122090,\,53344,112276
122091,\,53345,112276
122092,\,53346,112276
122093,\,53347,112276
122094,\,53348,112276
122095,\,53349,112276
122096,\,53350,112276
122097,\,53351,112276
122098,\,53352,112276
122099,\,53353,112276
122100,\,53354,112276
122101,\,53355,112276
122102,\,53356,112276
122103,\,53357,112276
122104,\,53358,112276
122105,\,53359,112276
122106,\,53360,112276
122107,\,53361,112276
122108,\,53363,112276
122109,/,112304,59006
122110,/,112304,59007
122111,/,112304,59008
122112,/,112304,59010
122113,\,112319,67094
122114,\,112326,70849
122115,/,70159,112327
122116,\,77076,112337
122117,/,86694,112350
122118,/,112352,87234
122119,\,86181,91608
122120,/,91608,86181
122121,\,112370,92810
122122,\,100083,112378
122123,/,112397,111082
122124,/,112397,111110
122125,/,112397,111112
122950,!,30150,33402
122951,/,12708,12720
122952,/,32225,32234
122953,/,38839,43494
122954,/,31907,31915
122955,/,52604,49330
122956,/,64593,63050
122957,/,80048,79461
122958,/,88430,88436
122959,/,94205,94209
122960,/,94552,94551
122961,/,108003,106148
122962,/,20424,20581
122963,/,21862,21864
122964,/,26232,74302
122965,/,29040,1772
122966,/,32234,32221
122967,/,32268,32265
122968,/,32268,32296
122969,/,36714,43348
122970,/,37863,37914
122971,/,39989,40000
122972,/,40676,28941
122973,/,41037,41038
122974,/,39941,40629
122975,/,31915,32031
122976,/,31915,43515
122977,/,31915,83698
122978,/,44054,44159
122979,/,44317,28921
122980,/,45601,45590
122981,/,47314,8423
122982,/,47716,40687
122983,/,47716,47704
122984,/,50446,50438
122985,/,50481,50490
122986,/,54725,54736
122987,/,56747,56727
122988,/,57428,7463
122989,/,58318,58310
122990,/,58318,58313
122991,/,58765,3597
122992,/,59174,59172
122993,/,59226,59184
122994,/,60153,60156
122995,/,60803,60792
122996,/,61917,61567
122997,/,63011,4782
122998,/,63011,63007
122999,/,61381,64219
123000,/,61717,61346
123001,/,62466,62468
123002,/,65144,65146
123003,/,66315,66353
123004,/,69823,69822
123005,/,69823,69826
123006,/,71258,71306
123007,/,72485,72479
123008,/,71531,71549
123009,/,68698,71967
123010,/,76716,76713
123011,/,79003,77217
123012,/,79048,87357
123013,/,79172,10761
123014,/,79461,80022
123015,/,79510,82256
123016,/,75969,75151
123017,/,76653,76649
123018,/,79768,79705
123019,/,80130,80025
123020,/,80322,80288
123021,/,87433,87423
123022,/,88109,88118
123023,/,88436,88437
123024,/,88457,88869
123025,/,88464,88461
123026,/,89043,89068
123027,/,89900,89889
123028,/,89900,89899
123029,/,89841,89845
123030,/,90709,90754
123031,/,91091,91094
123032,/,92348,92144
123033,/,92312,92672
123034,/,92928,92933
123035,/,94551,94645
123036,/,99669,45730
123037,/,99669,46450
123038,/,105689,105682
123039,/,106204,106208
123040,/,111395,111261
123041,!,76314,88411
123042,\,23315,2340
123043,\,94950,2571
123044,\,74416,2476
123045,\,10518,344
123046,\,707,684
123047,\,94878,707
123048,\,1862,1857
123049,\,3059,3087
123050,\,26997,5769
123051,\,34746,6422
123052,\,82751,6522
123053,\,8887,10095
123054,\,10594,10589
123055,\,10596,10589
123056,\,10594,11319
123057,\,11544,11698
123058,\,77412,13090
123059,\,14552,14566
123060,\,15396,15393
123061,\,8938,17331
123062,\,29525,17331
123063,\,84975,17442
123064,\,6484,4609
123065,\,95946,7338
123066,\,49196,14577
123067,\,3514,984
123068,\,34946,15193
123069,\,49151,4180
123070,\,17837,13799
123071,\,63320,18204
123072,\,18490,18493
123073,\,33323,18846
123074,\,74165,19043
123075,\,83053,19043
123076,\,13165,19409
123077,\,19373,19710
123078,\,20134,20424
123079,\,4146,20867
123080,\,103833,21439
123081,\,23158,21862
123082,\,37005,21862
123083,\,22795,22786
123084,\,21242,22798
123085,\,15417,22797
123086,\,22176,22198
123087,\,85059,111925
123088,\,23597,111938
123089,\,83205,23659
123090,\,1202,24029
123091,\,24217,24185
123092,\,51311,26381
123093,\,103966,26722
123094,\,11022,29364
123095,\,52145,29364
123096,\,47378,111949
123097,\,84815,29391
123098,\,82802,42741
123099,\,42656,42686
123100,\,42658,42686
123101,\,21445,28323
123102,\,29020,29040
123103,\,83406,30527
123104,\,7649,31730
123105,\,33678,33677
123106,\,85358,36714
123107,\,38881,38836
123108,\,103099,35820
123109,\,83606,38864
123110,\,83616,39989
123111,\,96236,40093
123112,\,40866,40838
123113,\,75833,41037
123114,\,85520,41037
123115,\,85571,40617
123116,\,43577,43693
123117,\,43580,43692
123118,\,35092,31915
123119,\,31877,33933
123120,\,7951,40483
123121,\,85507,40483
123122,\,44032,43882
123123,\,43868,43856
123124,\,49270,44282
123125,\,17285,44617
123126,\,9328,45465
123127,\,27384,45465
123128,\,45461,45465
123129,\,33629,45528
123130,\,46556,46195
123131,\,46192,46194
123132,\,6079,46198
123133,\,27407,46514
123134,\,96466,46514
123135,\,37391,47755
123136,\,25159,47827
123137,\,83783,47891
123138,\,75952,47716
123139,\,103213,47864
123140,\,36141,47864
123141,\,75969,48752
123142,\,27437,50446
123143,\,54722,54903
123144,\,49211,49307
123145,\,49197,49149
123146,\,85665,49298
123147,\,47492,49298
123148,\,6184,49492
123149,\,49661,49580
123150,\,63435,50024
123151,\,51766,52203
123152,\,104134,52952
123153,\,53305,53302
123154,\,23392,53738
123155,\,53812,53819
123156,\,77823,54036
123157,\,54528,54551
123158,\,85794,54725
123159,\,30367,55065
123160,\,55238,55065
123161,\,28593,55207
123162,\,84023,55299
123163,\,3003,54942
123164,\,54985,54942
123165,\,55016,55039
123166,\,93696,55591
123167,\,6319,56747
123168,\,6331,57138
123169,\,28678,56858
123170,\,57481,57422
123171,\,3516,57595
123172,\,5474,57799
123173,\,28736,57799
123174,\,9457,58318
123175,\,58821,58865
123176,\,30516,59161
123177,\,61097,61153
123178,\,34748,61153
123179,\,93533,61153
123180,\,94496,61153
123181,\,23572,58765
123182,\,16830,58783
123183,\,59762,58875
123184,\,31952,59226
123185,\,77957,59253
123186,\,23683,61917
123187,\,12462,62096
123188,\,78008,63050
123189,\,94193,61381
123190,\,37994,61751
123191,\,23697,62466
123192,\,38018,62466
123193,\,6522,64592
123194,\,103323,64694
123195,\,30666,65489
123196,\,66773,66806
123197,\,66767,67170
123198,\,66769,67170
123199,\,66780,67170
123200,\,29659,66315
123201,\,27589,67499
123202,\,67555,67545
123203,\,29673,68818
123204,\,67037,72457
123205,\,8626,69823
123206,\,25586,69943
123207,\,96713,71258
123208,\,53451,71906
123209,\,76066,70193
123210,\,35539,71531
123211,\,24046,69682
123212,\,34861,69682
123213,\,82873,69682
123214,\,76935,76314
123215,\,29713,79048
123216,\,12678,79172
123217,\,104552,79461
123218,\,6706,79510
123219,\,42570,79510
123220,\,6635,72972
123221,\,31514,75866
123222,\,76216,74190
123223,\,6658,76339
123224,\,42450,76653
123225,\,63596,76653
123226,\,76697,76653
123227,\,94500,78166
123228,\,81426,78453
123229,\,60639,79768
123230,\,78245,80020
123231,\,6728,80048
123232,\,78248,80048
123233,\,12736,80322
123234,\,80492,80482
123235,\,13630,82438
123236,\,74998,85544
123237,\,100892,87433
123238,\,87431,87440
123239,\,67299,87686
123240,\,38556,88109
123241,\,52382,88335
123242,\,2301,88457
123243,\,9830,88464
123244,\,3976,88263
123245,\,12853,88263
123246,\,82268,88263
123247,\,31050,89900
123248,\,42814,89564
123249,\,97233,89667
123250,\,52474,90003
123251,\,24291,90804
123252,\,52502,90716
123253,\,71642,91091
123254,\,9865,91599
123255,\,86257,91836
123256,\,46292,92348
123257,\,78563,92571
123258,\,92674,92684
123259,\,24361,92312
123260,\,18830,92464
123261,\,93167,93061
123262,\,94639,94578
123263,\,95488,96215
123264,\,7083,97687
123265,\,16011,97687
123266,\,59481,97687
123267,\,67288,97774
123268,\,104938,98304
123269,\,22252,99669
123270,\,39128,98579
123271,\,75248,98579
123272,\,98773,98775
123273,\,100268,100402
123274,\,63730,100407
123275,\,34337,100412
123276,\,100509,100437
123277,\,78740,105610
123278,\,105984,106026
123279,\,52857,106141
123280,\,86493,105689
123281,\,105957,105689
123282,\,105836,105824
123283,\,75360,106204
123284,\,10338,107634
123285,\,13485,107634
123286,\,107756,107741
123287,\,61546,108347
123288,\,100363,108347
123289,\,108980,108970
123290,\,108441,108445
123291,\,108435,108445
123292,\,108870,108877
123293,\,10093,111395
123294,\,111088,111082
123295,\,111805,111476
123296,/,4745,4998
123297,/,6399,6439
123298,/,6760,6762
123299,/,11319,11317
123300,/,13090,13128
123301,/,17442,17444
123302,/,14577,14587
123303,/,15193,14385
123304,/,22798,22676
123305,/,22798,22693
123306,/,22797,22725
123307,/,31729,31735
123308,/,43494,38851
123309,/,43693,97620
123310,/,43692,97635
123311,/,50427,55990
123312,/,50446,50439
123313,/,52203,37504
123314,/,52393,93556
123315,/,55692,37689
123316,/,57330,27212
123317,/,57330,57321
123318,/,57330,104241
123319,/,61717,38080
123320,/,64235,38094
123321,/,65144,65145
123322,/,68747,111950
123323,/,74190,74191
123324,/,77848,77844
123325,/,84236,64235
123326,/,85862,84883
123327,/,91599,91601
123328,/,92464,92476
123329,/,95493,95483
123330,/,108877,108874
123331,/,112213,15038
123332,\,74841,112322
123387,/,30527,30524
123388,/,47827,47864
123389,/,57363,57382
123390,/,67622,67634
123391,/,80130,80085
123392,/,96215,96217
123393,\,5869,5933
123394,\,10902,15193
123395,\,83248,24878
123396,\,95495,111925
123397,\,7579,29449
123398,\,107597,112163
123399,\,45683,46338
123400,\,37491,51724
123401,\,28704,57363
123402,\,30634,61917
123403,\,12474,63011
123404,\,66770,67171
123405,\,9728,79003
123406,\,24013,80130
123407,\,12955,90804
123408,\,82776,112080
123409,\,7263,108347
123469,!,76314,26722
123470,/,23588,23636
123471,/,46254,45454
123472,/,58762,58765
123473,/,71348,71258
123474,/,80032,80130
123475,/,91080,90709
123476,/,91090,90709
123477,/,91091,90709
123478,/,91080,91091
123479,/,91090,91091
123480,/,91602,91590
123481,/,92840,92348
123482,/,92652,92312
123483,/,92662,92312
123484,/,92792,92312
123485,/,94209,94205
123486,\,35429,112322
134802,!,862,49258
134804,!,5933,51222
134805,!,5769,51039
134806,!,4609,101508
134807,!,40617,106148
134808,!,40617,69235
134809,!,49527,89564
134810,!,50333,12028
134811,!,76314,88410
134812,!,88109,111642
134813,!,90488,19131
134814,!,101508,4609
134815,!,106148,26153
134816,/,296,297
134817,/,707,684
134818,/,101989,1470
134819,/,11699,11698
134820,/,17248,17331
134821,/,14479,14463
134822,/,1728,1722
134823,/,14381,15193
134824,/,18204,18198
134825,/,19104,18198
134826,/,20581,20866
134827,/,20581,20424
134828,/,20866,20424
134829,/,21157,20867
134830,/,21748,21862
134831,/,68865,22535
134832,/,22794,26232
134833,/,28336,28323
134834,/,28793,28323
134835,/,30525,30527
134836,/,30589,30527
134837,/,32264,32268
134838,/,33397,33402
134839,/,39070,36714
134840,/,39077,36714
134841,/,35816,35820
134842,/,37911,37863
134843,/,37912,37863
134844,/,37913,37863
134845,/,40001,39989
134846,/,38846,43494
134847,/,38847,43494
134848,/,38889,43494
134849,/,39961,39941
134850,/,39985,39941
134851,/,44617,28995
134852,/,47710,28995
134853,/,26013,31915
134854,/,31886,31915
134855,/,49225,31915
134856,/,50721,31915
134857,/,88925,31915
134858,/,110224,31915
134859,/,40470,40483
134860,/,44294,44282
134861,/,7338,44317
134862,/,44400,44317
134863,/,47227,47272
134864,/,47864,47827
134865,/,47785,47827
134866,/,47896,47891
134867,/,47904,47891
134868,/,28995,47710
134869,/,44617,47710
134870,/,55981,50427
134871,/,52601,49330
134872,/,49441,49492
134873,/,50489,50481
134874,/,54536,54551
134875,/,55597,55591
134876,/,57354,57363
134877,/,56857,56858
134878,/,6386,58601
134879,/,9464,58601
134880,/,58758,58765
134881,/,60677,59174
134882,/,59224,59226
134883,/,60544,59253
134884,/,60545,59253
134885,/,60546,59253
134886,/,60783,60803
134887,/,60789,60803
134888,/,62751,62961
134889,/,61342,61717
134890,/,61344,61717
134891,/,61381,64592
134892,/,64872,64592
134893,/,64703,64694
134894,/,66299,66315
134895,/,70607,70600
134896,/,71257,71258
134897,/,71305,71258
134898,/,71306,71258
134899,/,72480,72485
134900,/,72571,72485
134901,/,70231,70228
134902,/,71552,71531
134903,/,76714,76716
134904,/,77215,79003
134905,/,82193,79048
134906,/,79525,79510
134907,/,73064,73093
134908,/,75643,75866
134909,/,75976,75866
134910,/,75150,75969
134911,/,75151,75969
134912,/,11408,76653
134913,/,79367,76653
134914,/,79788,79768
134915,/,80044,80048
134916,/,80047,80048
134917,/,80054,80130
134918,/,80057,80130
134919,/,80320,80322
134920,/,85218,85544
134921,/,86297,85544
134922,/,86298,85544
134923,/,88908,88457
134924,/,88975,88457
134925,/,89044,88464
134926,/,88660,88667
134927,/,88314,88263
134928,/,89889,89900
134929,/,89996,90003
134930,/,18198,18632
134931,/,18198,18638
134932,/,18198,18646
134933,/,18198,18950
134934,/,18198,18962
134935,/,18198,18963
134936,/,18198,19104
134937,/,18198,19106
134938,/,18198,19114
134939,/,18198,19125
134940,/,18784,19174
134941,/,19710,19804
134942,/,20866,20598
134943,/,20866,20552
134944,/,20866,21284
134945,/,20866,20581
134946,/,20424,20866
134947,/,20474,20494
134948,/,20867,21132
134949,/,20867,21137
134950,/,20867,21138
134951,/,20867,21139
134952,/,20867,21141
134953,/,20867,21156
134954,/,20867,21157
134955,/,20867,21158
134956,/,20867,21170
134957,/,20867,21179
134958,/,20867,21180
134959,/,20867,21182
134960,/,20867,21181
134961,/,21862,21748
134962,/,21862,58666
134963,/,21862,89428
134964,/,22535,68865
134965,/,22786,25974
134966,/,23659,23652
134967,/,23659,23656
134968,/,23659,27150
134969,/,23636,23588
134970,/,23636,23635
134971,/,23636,23637
134972,/,23636,23638
134973,/,23636,23639
134974,/,23636,23640
134975,/,23636,23641
134976,/,26232,22794
134977,/,26232,26380
134978,/,41816,7988
134979,/,41816,41804
134980,/,41816,41807
134981,/,41816,41808
134982,/,41816,41843
134983,/,28184,28179
134984,/,28323,28333
134985,/,28323,28336
134986,/,28323,28337
134987,/,28323,28338
134988,/,28323,28339
134989,/,28323,28340
134990,/,28323,28787
134991,/,28323,28791
134992,/,28323,28792
134993,/,28323,28793
134994,/,29040,29009
134995,/,29040,29010
134996,/,29040,45703
134997,/,29040,45704
134998,/,29040,45707
134999,/,29040,45709
135000,/,29040,45710
135001,/,29040,45711
135002,/,29040,45712
135003,/,30150,7600
135004,/,30150,27204
135005,/,30150,30145
135006,/,30150,30146
135007,/,30150,30149
135008,/,30527,7610
135009,/,30527,27214
135010,/,30527,30525
135011,/,30527,30526
135012,/,30527,30529
135013,/,30527,30571
135014,/,30527,30589
135015,/,30837,30992
135016,/,31005,31004
135017,/,31005,31022
135018,/,31005,31023
135019,/,31005,31029
135020,/,31005,31035
135021,/,31703,7648
135022,/,31703,31708
135023,/,31703,31710
135024,/,32234,7680
135025,/,32234,32220
135026,/,32234,32222
135027,/,32234,32224
135028,/,32234,32225
135029,/,32234,32226
135030,/,32234,32231
135031,/,32234,32230
135032,/,32234,32232
135033,/,32268,32264
135034,/,29063,99669
135035,/,102180,105610
135036,/,107979,106148
135037,/,111293,111395
135038,/,111307,111395
135039,/,111351,111395
135040,/,18198,18204
135041,/,32268,32267
135042,/,32268,32297
135043,/,33402,33386
135044,/,33402,33394
135045,/,33402,33397
135046,/,33402,33398
135047,/,33402,33399
135048,/,33402,33400
135049,/,33402,33401
135050,/,35366,31083
135051,/,35366,31084
135052,/,36714,39065
135053,/,36714,39070
135054,/,36714,39071
135055,/,36714,39077
135056,/,36714,39729
135057,/,36714,39731
135058,/,36714,43350
135059,/,36714,43365
135060,/,35820,35814
135061,/,35820,35815
135062,/,35820,35816
135063,/,35820,35817
135064,/,35820,35818
135065,/,35820,35819
135066,/,35820,35822
135067,/,35820,35821
135068,/,35820,35823
135069,/,37374,37381
135070,/,37863,37855
135071,/,37863,37911
135072,/,37863,37912
135073,/,37863,37913
135074,/,37863,37916
135075,/,37863,37922
135076,/,38864,38832
135077,/,38864,38833
135078,/,38864,38834
135079,/,38864,38905
135080,/,38864,38907
135081,/,38864,38908
135082,/,38864,38912
135083,/,38864,38913
135084,/,40172,40177
135085,/,40172,40178
135086,/,40172,71767
135087,/,39989,7929
135088,/,39989,39997
135089,/,39989,39999
135090,/,39989,40001
135091,/,39989,40002
135092,/,39989,40006
135093,/,39989,40007
135094,/,39989,40008
135095,/,39989,40009
135096,/,39989,40010
135097,/,40114,40109
135098,/,40114,40110
135099,/,40114,40111
